timestamp,close,volume,open,high,low
2016.10.13,46200,4687,45700,46200,45670
2016.10.14,45990,8805,46200,46200,45800
2016.10.17,46250,6461,45990,46300,45990
2016.10.18,45900,7838,46250,46250,45890
2016.10.19,45730,7485,46000,46000,45730
2016.10.20,46160,22068,45870,46300,45870
2016.10.21,46280,10377,46160,46300,46130
2016.10.24,46260,9148,46300,46450,46260
2016.10.25,46320,3994,46400,46430,46300
2016.10.26,46650,7453,46500,46690,46490
2016.10.27,46700,2784,46520,46700,46500
2016.10.28,46910,15993,46700,47070,46700
2016.10.31,47040,7961,47200,47320,47040
2016.11.1,47150,5982,47280,47330,47000
2016.11.2,47750,17314,47300,47900,47300
2016.11.3,47830,20026,48100,48100,47800
2016.11.4,47800,11372,47830,48100,47800
2016.11.7,47400,12759,47780,47780,47400
2016.11.8,46990,10656,47100,47300,46930
2016.11.9,48930,118325,46800,49500,46400
2016.11.10,47500,47756,47750,47750,47300
2016.11.11,47350,18075,47160,47600,47110
2016.11.14,46250,57599,46490,46530,45940
2016.11.15,46550,37850,46000,46580,46000
2016.11.16,46620,17792,46550,46620,46480
2016.11.17,46700,3632,46600,46740,46400
2016.11.18,46300,23965,46700,46700,46150
2016.11.21,46490,14513,46300,46500,46080
2016.11.22,46360,11462,46880,46880,46300
2016.11.23,46200,12545,46270,46330,46000
2016.11.24,45510,66203,45700,45710,45360
2016.11.25,45150,30998,45590,45590,45080
2016.11.28,45330,10856,45900,45900,45200
2016.11.29,45280,16257,45450,45450,45150
2016.11.30,45100,13847,45250,45320,45050
2016.12.1,44730,32427,45100,45100,44640
2016.12.2,44730,21710,44650,44800,44600
2016.12.5,44770,36355,45000,45300,44770
2016.12.6,45080,23968,44770,45110,44390
2016.12.7,44750,17687,44900,45290,44650
2016.12.8,44780,76532,45000,45100,44600
2016.12.9,44500,25358,44780,45080,44490
2016.12.12,44000,31291,44500,44840,43900
2016.12.13,43890,37990,44300,44600,43800
2016.12.14,43950,41351,43900,44090,43620
2016.12.15,43720,38904,43950,43950,43300
2016.12.16,43470,29745,43800,43800,43400
2016.12.19,43790,17889,43510,44190,43510
2016.12.20,43930,24573,43820,44000,43780
2016.12.21,43990,35275,43930,43990,43720
2016.12.22,43950,16366,43920,44100,43800
2016.12.23,44120,6397,44220,44220,43970
2016.12.26,44500,62444,44210,44750,44210
2016.12.27,44560,46256,44600,44600,44260
2016.12.28,44810,15891,44640,44890,44640
2016.12.29,45200,30891,45020,45350,45020
2017.1.2,45500,24270,45500,45680,45430
2017.1.3,45560,18257,45550,45600,45480
2017.1.4,45730,34963,45900,45910,45650
2017.1.5,45400,37121,45900,45900,45300
2017.1.6,45440,36141,45600,45600,45340
2017.1.9,45710,28607,45820,45850,45560
2017.1.10,45800,36746,45800,45920,45700
2017.1.11,45850,24046,45990,45990,45790
2017.1.12,45800,20480,45950,45950,45600
2017.1.13,45440,50682,45750,45770,45400
2017.1.16,45900,5935,45450,45900,45440
2017.1.17,45900,20532,45900,46120,45890
2017.1.18,45690,27646,45900,46000,45650
2017.1.19,45690,19167,45790,45900,45550
2017.1.20,45620,18018,45790,45790,45590
2017.1.23,45720,24567,45920,45920,45670
2017.1.24,45640,15302,45730,45730,45570
2017.1.25,45290,23913,45650,45650,45250
2017.1.26,44800,28126,45280,45280,44720
2017.1.31,45080,14812,45310,45310,45050
2017.2.1,45170,7483,45500,45500,45070
2017.2.2,45080,14634,45200,45200,45000
2017.2.3,45000,18398,45110,45140,44910
2017.2.6,44970,31452,45020,45120,44950
2017.2.7,45500,26786,45040,45550,45040
2017.2.8,45580,7701,45460,45610,45460
2017.2.9,45820,11970,45560,45830,45560
2017.2.10,45590,12148,45800,45800,45500
2017.2.13,45790,25100,45600,45820,45600
2017.2.14,45540,22938,45600,45630,45320
2017.2.15,45240,15901,45350,45450,45190
2017.2.16,45400,11241,45290,45400,45210
2017.2.17,45700,9852,45450,45740,45450
2017.2.20,45600,13044,45700,45800,45600
2017.2.21,45600,3696,45600,45660,45580
2017.2.22,45500,13512,45590,45590,45400
2017.2.23,45400,14979,45500,45500,45370
2017.2.24,45550,21149,45800,45800,45480
2017.2.27,45760,25921,45690,45850,45690
2017.2.28,45670,13559,45630,45750,45610
2017.3.2,45800,18547,45650,45850,45650
2017.3.3,45680,11465,45600,45800,45540
2017.3.6,45850,31927,45850,45900,45680
2017.3.7,45480,33559,45800,45870,45400
2017.3.8,45050,37810,45400,45410,44970
2017.3.9,44970,21132,45050,45090,44970
2017.3.10,44780,29388,45000,45000,44740
2017.3.13,44680,31382,44850,44850,44670
2017.3.14,44700,28823,44750,44750,44620
2017.3.15,44560,42916,44700,44780,44500
2017.3.16,44840,13301,44800,44960,44650
2017.3.17,44900,12574,44900,44900,44800
2017.3.20,44720,12965,44850,44910,44700
2017.3.21,44480,32051,44800,44800,44300
2017.3.22,45090,12634,44950,45190,44900
2017.3.23,45030,8369,45140,45140,44970
2017.3.24,45100,3505,45090,45100,45040
2017.3.27,45230,5807,45100,45230,45100
2017.3.28,45000,10090,45200,45200,44980
2017.3.29,44980,43034,45140,45140,44890
2017.3.30,45100,11968,45140,45140,44850
2017.3.31,44960,14840,45000,45000,44880
2017.4.3,44940,48353,45100,45100,44860
2017.4.4,45280,35774,45140,45350,45140
2017.4.5,45550,26530,45350,45550,45350
2017.4.6,45720,32361,45560,45770,45560
2017.4.7,46100,32271,45690,46300,45600
2017.4.10,46170,15539,45990,46180,45940
2017.4.11,46280,27276,46170,46300,46120
2017.4.12,46840,40586,46500,47000,46500
2017.4.13,46500,26493,46900,46900,46480
2017.4.14,46840,34539,46500,46960,46500
2017.4.17,46870,35578,47030,47050,46870
2017.4.18,46840,24774,46800,46920,46360
2017.4.19,46990,39127,47000,47110,46950
2017.4.20,46890,21839,46900,47010,46860
2017.4.21,46760,17710,46890,46900,46660
2017.4.24,46310,18072,46760,46760,46290
2017.4.25,46100,14613,46350,46550,46100
2017.4.26,45750,10474,46020,46090,45660
2017.4.27,46000,4011,45880,46100,45850
2017.4.28,46170,8170,46040,46190,45900
2017.5.2,45820,15948,46130,46130,45750
2017.5.4,45180,29354,45580,45580,45180
2017.5.8,44910,23591,45180,45200,44900
2017.5.10,44800,36090,44940,45000,44700
2017.5.11,44600,51700,44870,44870,44460
2017.5.12,44680,26262,44700,44720,44500
2017.5.15,44740,19491,44750,44750,44650
2017.5.16,44550,47462,44740,44740,44370
2017.5.17,44920,10300,44980,44980,44800
2017.5.18,45510,34507,44960,45650,44960
2017.5.19,45250,11470,45520,45520,45230
2017.5.22,45200,4797,45300,45300,44980
2017.5.23,45500,19618,45310,45520,45200
2017.5.24,45200,7913,45200,45440,45200
2017.5.25,45250,3809,45300,45300,45170
2017.5.26,45220,4434,45400,45400,45100
2017.5.29,45570,9728,45220,45570,45220
2017.5.30,45720,14555,45600,45800,45600
2017.5.31,45450,5870,45730,45730,45430
2017.6.1,45610,6522,45460,45790,45460
2017.6.2,45550,8139,45620,45620,45430
2017.6.5,45850,31129,45980,45990,45810
2017.6.7,46530,71064,46030,46530,45850
2017.6.8,46320,12879,46510,46510,46090
2017.6.9,45950,13464,46300,46300,45860
2017.6.12,45860,11355,45960,45960,45770
2017.6.13,45890,15520,45870,45980,45860
2017.6.14,45890,24335,45910,45970,45850
2017.6.15,45640,15441,45700,45790,45500
2017.6.16,45850,11310,45570,45850,45510
2017.6.19,45620,12926,45850,45850,45420
2017.6.20,45510,11639,45600,45600,45460
2017.6.21,45790,7184,45570,45830,45570
2017.6.22,45930,16889,46170,46170,45840
2017.6.23,45900,6374,45940,45940,45800
2017.6.26,45750,10825,45900,45940,45700
2017.6.27,45660,17488,45580,45680,45360
2017.6.28,45930,10174,45680,45940,45670
2017.6.29,45860,3957,45930,45930,45700
2017.6.30,45710,7688,45840,45880,45710
2017.7.3,45620,35652,45710,45710,45580
2017.7.4,45440,23777,45500,45530,45250
2017.7.5,45500,8200,45720,45720,45410
2017.7.6,45650,7723,45840,45840,45510
2017.7.7,45450,19288,45600,45630,45430
2017.7.10,44770,36109,45200,45200,44770
2017.7.11,45000,9785,45000,45040,44900
2017.7.12,45050,11268,45010,45090,45000
2017.7.13,44840,28015,44990,44990,44790
2017.7.14,44570,57049,44840,44840,44570
2017.7.17,44800,10088,45000,45000,44740
2017.7.18,44960,7745,44940,45030,44890
2017.7.19,44910,5931,45060,45060,44880
2017.7.20,45020,2947,44940,45050,44940
2017.7.21,45080,6955,45030,45110,45020
2017.7.24,45100,5816,45060,45380,45060
2017.7.25,45180,4395,45170,45180,45110
2017.7.26,45140,3841,45180,45180,45020
2017.7.27,45290,5138,45250,45320,45180
2017.7.28,45390,45615,45450,45450,45200
2017.7.31,45580,24867,45740,45800,45510
2017.8.1,45650,18013,45610,45710,45520
2017.8.2,45680,6588,45650,45720,45460
2017.8.3,45770,10880,45680,45810,45680
2017.8.4,45840,26574,45820,45900,45790
2017.8.7,45670,30833,45600,45700,45500
2017.8.8,45660,3521,45730,45730,45600
2017.8.9,46150,47161,45660,46150,45660
2017.8.10,46780,114216,46190,46800,46190
2017.8.11,47210,85118,46960,47300,46960
2017.8.14,47040,67185,47340,47340,46820
2017.8.16,46610,43316,46720,46720,46340
2017.8.17,46900,45699,46620,47000,46620
2017.8.18,47120,39133,47100,47200,47050
2017.8.21,47050,17047,47120,47120,46820
2017.8.22,47000,13538,47060,47140,46990
2017.8.23,46800,20734,47000,47000,46640
2017.8.24,46750,19113,46990,46990,46740
2017.8.25,46760,10145,46780,46780,46590
2017.8.28,46740,3825,46640,46770,46640
2017.8.29,47420,69655,47300,47620,47300
2017.8.30,47250,12486,47320,47350,47140
2017.8.31,47210,29018,47230,47250,47070
2017.9.1,47570,23424,47400,47670,47400
2017.9.4,48400,78578,47900,48430,47900
2017.9.5,48460,29129,48010,48550,48010
2017.9.6,48650,29048,48680,48770,48630
2017.9.7,48350,28133,48540,48540,48290
2017.9.8,48880,40673,48690,48950,48690
2017.9.11,48580,20199,48480,48610,48370
2017.9.12,48080,36274,48420,48420,48050
2017.9.13,48270,36498,48210,48310,48120
2017.9.14,48110,24122,48260,48260,48010
2017.9.15,48370,23878,48510,48680,48360
2017.9.18,47850,30238,48060,48060,47730
2017.9.19,47700,17823,47690,47700,47510
2017.9.20,47700,30929,47700,47770,47590
2017.9.21,47400,27457,47580,47580,47300
2017.9.22,47410,11257,47400,47750,47160
2017.9.25,47010,31264,47410,47500,47010
2017.9.26,47890,12415,47800,47910,47670
2017.9.27,47460,18877,47600,47600,47360
2017.9.28,47360,12873,47460,47510,47200
2017.9.29,47400,31491,47450,47540,47400
2017.10.10,47100,23513,47410,47410,47060
2017.10.11,47070,16910,47300,47300,47050
2017.10.12,47210,9287,47070,47230,47050
2017.10.13,47150,11784,47250,47250,47060
2017.10.16,47210,11772,47200,47320,47160
2017.10.17,47070,21597,47210,47210,47030
2017.10.18,46770,19284,47000,47000,46750
2017.10.19,46620,11459,46710,46760,46580
2017.10.20,46780,7591,46690,46890,46690
2017.10.23,46490,11166,46580,46610,46450
2017.10.24,46500,9731,46650,46660,46500
2017.10.25,46290,13942,46300,46500,46250
2017.10.26,46430,4784,46500,46500,46390
2017.10.27,46200,15951,46150,46300,46050
2017.10.30,46110,15222,46200,46280,46090
2017.10.31,46190,16944,46110,46240,46080
2017.11.1,45850,58129,46190,46190,45700
2017.11.2,45950,11721,45850,45980,45810
2017.11.3,45870,10720,45950,45950,45720
2017.11.6,45720,15278,45850,45850,45660
2017.11.7,45810,11485,46000,46000,45810
2017.11.8,45880,22146,45980,45980,45830
2017.11.9,46100,11145,45900,46130,45900
2017.11.10,46270,6304,46500,46500,46240
2017.11.13,46150,13509,45900,46160,45900
2017.11.14,46140,10782,46140,46180,46050
2017.11.15,46010,23685,46140,46150,46000
2017.11.16,45460,34702,45870,45870,45450
2017.11.17,45460,26343,45470,45570,45290
2017.11.20,45800,7218,45710,45850,45300
2017.11.21,45310,25395,45430,45430,45270
2017.11.22,45170,39702,45310,45390,45100
2017.11.23,45230,8396,45380,45380,45230
2017.11.24,45240,15151,45210,45250,45150
2017.11.27,45250,11725,45200,45300,45150
2017.11.28,45390,30107,45400,45570,45340
2017.11.29,45220,12176,45420,45500,45190
2017.11.30,45060,22050,45100,46120,44800
2017.12.1,44780,43313,45100,45100,44750
2017.12.4,44800,28311,44780,44860,44700
2017.12.5,44630,52595,44800,44800,44610
2017.12.6,44730,19915,44610,44730,44440
2017.12.7,44450,34797,44720,44720,44420
2017.12.8,44140,39050,44340,44340,44060
2017.12.11,44110,16671,44090,44120,44040
2017.12.12,44200,23391,44000,44400,43800
2017.12.13,43990,25198,44430,44430,43950
2017.12.14,44370,19144,44000,44600,44000
2017.12.15,44220,37713,44210,44340,44180
2017.12.18,44210,27828,44220,44300,44190
2017.12.19,44300,45376,44400,44400,44240
2017.12.20,44250,141232,44300,44340,44210
2017.12.21,44330,65395,44200,44410,44200
2017.12.22,44250,64788,44300,44330,44240
2017.12.26,44470,17052,44320,44540,44300
2017.12.27,44500,15879,44510,44670,44470
2017.12.28,44840,8783,44650,44850,44650
2018.1.2,45020,20601,44920,45030,44920
2018.1.3,45200,19399,45200,45430,45150
2018.1.4,45030,10526,45260,45260,44980
2018.1.5,45240,9213,45250,45300,45230
2018.1.8,45370,12697,45240,45410,45240
2018.1.9,45380,10149,45370,45490,45330
2018.1.10,45210,7866,45370,45370,45200
2018.1.11,45510,12704,45310,45510,45310
2018.1.12,45600,21577,45540,45600,45460
2018.1.15,46000,23367,45600,46020,45600
2018.1.16,45980,66848,46100,46100,45980
2018.1.17,45990,13808,45980,46060,45950
2018.1.18,45840,62987,45980,45980,45720
2018.1.19,45740,66069,45840,45850,45700
2018.1.22,45930,16984,45750,45970,45750
2018.1.23,46050,23362,45990,46100,45880
2018.1.24,46200,25621,46220,46340,46160
2018.1.25,46540,42842,46330,46560,46330
2018.1.26,46420,15169,46490,46490,45910
2018.1.29,46340,12746,46260,46400,46260
2018.1.30,46200,13822,46210,46340,46170
2018.1.31,46340,12153,46300,46340,46240
2018.2.1,46410,15703,46400,46460,46300
2018.2.2,46800,37736,46500,46800,46500
2018.2.5,46580,17647,46800,46800,46200
2018.2.6,47000,66852,46930,47300,46930
2018.2.7,46540,23343,46450,46540,46140
2018.2.8,46060,33493,46470,46470,46000
2018.2.9,46400,14712,46500,46600,46310
2018.2.12,46200,19236,46320,46320,45960
2018.2.13,46270,9076,46210,46270,46070
2018.2.14,46420,12487,46390,46460,46350
2018.2.19,46350,15631,46420,46590,46340
2018.2.20,46390,12960,46850,46850,46270
2018.2.21,46170,22156,46290,46300,46020
2018.2.22,46350,11644,46250,47000,46170
2018.2.23,46250,17689,46370,46380,46220
2018.2.26,46310,15841,46230,46340,46050
2018.2.27,46110,10885,46250,46250,46030
2018.2.28,46000,38666,46110,46300,45870
2018.3.2,46000,10098,46380,46380,45900
2018.3.5,46280,12141,46050,46390,46050
2018.3.6,46000,10531,46210,46210,45890
2018.3.7,45970,9835,46020,46230,45970
2018.3.8,45800,17593,45970,45970,45650
2018.3.9,45520,14248,45900,45900,45430
2018.3.12,45470,12914,45600,45600,45430
2018.3.13,45500,10470,45470,45630,45400
2018.3.14,45670,6558,45590,45710,45580
2018.3.15,45590,7306,45540,45650,45540
2018.3.16,45430,13943,45590,45590,45400
2018.3.19,45360,13167,45430,45450,45310
2018.3.20,45420,7583,45410,45620,45410
2018.3.21,45450,11828,45360,45500,45320
2018.3.22,45840,15232,45800,45910,45760
2018.3.23,46500,31522,46290,46580,46260
2018.3.26,46750,30181,47000,47000,46690
2018.3.27,46500,16875,46520,46750,46490
2018.3.28,46170,16523,46500,46510,46160
2018.3.29,45690,18820,45690,45830,45570
2018.3.30,45800,10143,46000,46000,45660
2018.4.2,45400,43507,45880,45880,45300
2018.4.3,45650,6889,45800,45800,45650
2018.4.4,45620,7832,46500,46500,45390
2018.4.5,45480,18184,45620,45620,45390
2018.4.6,45640,9474,45550,45720,45540
2018.4.9,45750,9865,45520,45850,45520
2018.4.10,45830,18722,45900,46100,45800
2018.4.11,46100,27429,46000,46100,45970
2018.4.12,46450,43149,46350,46520,46220
2018.4.13,46120,12149,46000,46400,45920
2018.4.16,46440,19629,46450,46500,46180
2018.4.17,46300,10383,46400,46500,46200
2018.4.18,46170,7510,46230,46260,46010
2018.4.19,46130,12836,46310,46320,46130
2018.4.20,46140,14342,46130,46220,46090
2018.4.23,45980,5080,46000,46000,45890
2018.4.24,45980,3867,45980,46030,45900
2018.4.25,46070,5910,46060,46190,46050
2018.4.26,46050,5532,46050,46150,45970
2018.4.27,45650,18032,45990,45990,45600
2018.4.30,45470,24238,45900,45900,45400
2018.5.2,45430,19239,45400,45500,45200
2018.5.3,45430,8410,45600,45600,45370
2018.5.4,45560,7936,45550,45580,45490
2018.5.8,45560,17895,45560,45740,45550
2018.5.9,45670,18847,45700,45920,45560
2018.5.10,45500,9095,45670,45790,45430
2018.5.11,45440,14938,45500,45630,45440
2018.5.14,45450,12728,45210,45650,45210
2018.5.15,45450,18921,45600,45600,45350
2018.5.16,45050,39057,45360,45360,45000
2018.5.17,45000,12820,45050,45050,44970
2018.5.18,44960,12859,45000,45090,44890
2018.5.21,45040,8956,44990,45250,44990
2018.5.23,45000,16613,45040,45080,44970
2018.5.24,45150,4526,45090,45220,45090
2018.5.25,45250,14234,45570,45570,45250
2018.5.28,44960,20720,45150,45150,44890
2018.5.29,45120,6965,45030,45190,45030
2018.5.30,45310,54879,45400,45440,45220
2018.5.31,45340,8236,45300,45340,45170
2018.6.1,45200,5246,45330,45330,45070
2018.6.4,44700,40974,45070,45070,44640
2018.6.5,44650,62937,44710,44710,44580
2018.6.7,44760,7669,44660,44760,44660
2018.6.8,44830,5706,44810,44920,44810
2018.6.11,44960,9097,44960,45040,44950
2018.6.12,45030,10650,45080,45110,44920
2018.6.14,45300,12795,45200,45300,45200
2018.6.15,45800,27426,45600,45810,45560
2018.6.18,45570,13765,45450,45660,45410
2018.6.19,45730,18339,45670,45840,45580
2018.6.20,45450,11531,45720,45720,45450
2018.6.21,45270,4342,45450,45450,45250
2018.6.22,45390,4574,45300,45520,45290
2018.6.25,45510,5748,45600,45710,45510
2018.6.26,45350,5859,45510,45750,45350
2018.6.27,45310,11021,45300,45360,45260
2018.6.28,45390,69019,45330,45390,45300
2018.6.29,45010,26750,45160,45180,44910
2018.7.2,45080,4262,45130,45130,45030
2018.7.3,44790,16041,44980,44980,44780
2018.7.4,45250,5561,45140,45310,45120
2018.7.5,45280,8869,45250,45370,45230
2018.7.6,45000,8219,45380,45430,45000
2018.7.9,45200,8597,45270,45270,45020
2018.7.10,45270,8276,45390,45390,45100
2018.7.11,45240,3992,45340,45340,45150
2018.7.12,45210,6821,45200,45270,45160
2018.7.13,45150,5175,45120,45190,45120
2018.7.16,45210,8967,45150,45250,45070
2018.7.17,45080,17053,45210,45210,44950
2018.7.18,44750,21254,45060,45060,44690
2018.7.19,44760,73389,44800,44800,44660
2018.7.20,44710,21781,44790,44830,44650
2018.7.23,44870,19286,45100,45100,44850
2018.7.24,44700,13920,44880,44920,44610
2018.7.25,44620,16503,44750,44750,44540
2018.7.26,44460,26043,44500,44620,44420
2018.7.27,44200,37781,44480,44480,44150
2018.7.30,44150,22094,44200,44210,44090
2018.7.31,44150,27307,44090,44190,44090
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
