timestamp,open,high,low,close,volume
20180727,147221,150425,146820,150425,568242
20180726,150626,152428,143415,150425,1119580
20180725,152028,152028,148623,149424,472196
20180724,155233,155433,148623,149224,421882
20180723,154431,155633,153230,155032,406540
20180720,153230,154632,151227,154231,251867
20180719,154632,156234,152829,153230,251732
20180718,152629,154431,152028,153029,158572
20180717,154031,154031,151227,152028,264488
20180716,154431,154832,153630,154431,288192
20180713,156234,156635,153230,154431,379281
20180712,155233,156635,153029,156635,479116
20180711,152829,154431,151627,154031,433774
20180710,151627,153830,151427,152228,375082
20180709,150025,156034,149824,151227,471173
20180706,151227,151827,149424,150025,408721
20180705,151427,154031,151427,153230,286165
20180704,154031,156034,152228,153830,898347
20180703,152028,152829,148823,149624,430878
20180702,153230,153230,149224,150425,538781
20180629,150225,153029,149824,152829,778407
20180628,147821,150425,145418,149624,681662
20180627,149624,149824,148022,148022,435726
20180626,148623,149424,146219,147221,536834
20180625,145818,150225,145618,149824,1274418
20180622,138207,145017,138207,144817,800369
20180621,137206,140811,137005,140010,588527
20180620,138007,138608,137606,138007,531597
20180619,138207,139008,137806,137806,550783
20180618,138207,139209,137406,139008,528502
20180615,141212,141412,137606,138207,700459
20180614,144016,145218,141212,141612,793364
20180612,142614,144016,141011,143615,620404
20180611,140410,142614,139209,142413,688217
20180608,136204,141812,136204,140410,940044
20180607,135203,136605,135002,136204,390319
20180605,135803,136204,132999,135002,335257
20180604,136404,137606,134401,134802,408741
20180601,135002,137406,134602,136204,456620
20180531,132198,134401,130996,134001,1049390
20180530,133600,134201,129794,130596,668821
20180529,136004,136204,133600,133800,466984
20180528,137206,137606,136004,136204,270024
20180525,137206,139008,136605,137206,378207
20180524,136605,137206,135803,136204,222101
20180523,136204,137806,135603,137005,429635
20180521,137406,138207,135403,136605,504832
20180518,139609,140210,137005,137806,564358
20180517,140210,140811,139609,139609,461123
20180516,142614,143215,139809,140210,619136
20180515,143014,143815,142413,142413,399126
20180514,144216,144617,143014,143615,288312
20180511,144416,146019,143014,143615,546904
20180510,146219,147221,143815,144216,416180
20180509,146219,148222,144817,145618,474942
20180508,145618,147821,144416,146419,486545
20180504,145218,147221,143615,143615,511018
20180503,148022,149224,145418,145618,316165
20180502,145418,148022,145017,147821,508562
20180430,144416,144416,142614,143415,398057
20180427,145218,145618,142614,143415,1047613
20180426,146620,149424,145218,145218,1069520
20180425,145418,150425,145017,148823,617988
20180424,147221,147221,144617,145218,497244
20180423,145618,147821,145618,147221,311692
20180420,147821,149224,145418,145818,478766
20180419,148623,149824,147020,147821,621662
20180418,150425,151827,150225,150626,415721
20180417,151026,151827,149224,149824,441462
20180416,153230,153230,150225,150425,391512
20180413,151827,153430,150826,153029,340843
20180412,154031,154431,151227,151627,558187
20180411,154632,156434,154031,154431,307788
20180410,154431,156835,154031,155233,395047
20180409,154031,155032,153029,155032,289960
20180406,155433,156635,153430,154231,383494
20180405,153029,156034,152629,156034,471602
20180404,156635,157436,149624,151026,828402
20180403,159839,160040,156234,157236,340504
20180402,156835,158638,156635,157236,397503
20180330,159038,160040,157436,158638,288372
20180329,157035,158237,155833,157436,337294
20180328,157636,158838,155633,157035,261907
20180327,160240,160240,157436,158037,282735
20180326,155833,158237,155633,158037,275781
20180323,157836,158638,156234,156835,488607
20180322,160040,161242,159839,160841,336225
20180321,159239,159839,158638,159038,423929
20180320,155633,159439,155032,159239,441293
20180319,160440,160641,156635,157236,599171
20180316,163445,163645,159639,160440,716914
20180315,162844,165047,161642,164246,341013
20180314,162844,163044,160440,162043,376075
20180313,161442,165448,160841,164246,605207
20180312,161842,163245,161041,161442,344538
20180309,160841,163044,159639,160641,428382
20180308,159839,160040,158437,160040,395496
20180307,161041,161242,158437,159239,360009
20180306,157436,160240,156635,159439,389475
20180305,157436,158237,156034,156034,395017
20180302,159038,160240,154632,157436,1084897
20180228,161842,163845,160641,160841,1948402
20180227,162243,162844,160440,161041,713819
20180226,167050,167050,161842,162243,634687
20180223,166449,168653,164246,166049,353789
20180222,166449,167651,164046,165648,360668
20180221,162243,167451,162043,166850,706779
20180220,163845,163845,161041,161642,335501
20180219,166249,166249,163245,164246,416060
20180214,162644,164046,161842,162443,370264
20180213,162844,164647,160841,161242,684098
20180212,163645,163645,159839,160240,952286
20180209,163645,166249,161442,161842,789166
20180208,172258,172258,168653,168853,513979
20180207,174261,174662,168252,168853,478097
20180206,173059,175863,167851,170455,771537
20180205,181272,181272,175663,176064,484108
20180202,186279,186680,180671,181272,410139
20180201,182273,186680,182073,184877,402431
20180131,186880,189284,182273,182273,624982
20180130,185878,190285,184877,186479,509825
20180129,184877,189884,184677,186680,513809
20180126,182874,186079,182273,185678,556010
20180125,175863,184677,173660,182874,844682
20180124,178067,178067,174261,175863,589720
20180123,180070,180070,177065,178067,401772
20180122,177065,178868,176665,178868,377149
20180119,181272,181672,176264,176464,502071
20180118,178868,181472,178868,180871,450863
20180117,180871,181472,177866,177866,534328
20180116,184076,185077,178868,180871,475796
20180115,183675,185278,182473,184476,295556
20180112,184276,186279,180470,182073,446400
20180111,185878,187080,182073,183675,468567
20180110,188883,195293,185678,185878,599585
20180109,189083,190686,186880,189083,389550
20180108,183275,190886,181872,190285,980219
20180105,178868,183875,176264,181872,683030
20180104,176064,179669,174862,178868,649585
20180103,175463,177065,173059,174461,423315
20180102,174461,177266,174261,177266,467234
20171228,176264,176464,172258,174261,326360
20171227,174662,175863,173460,175663,286350
20171226,173260,176264,172058,175062,518247
20171222,170255,173059,168853,172659,436635
20171221,170055,170856,167050,168653,412865
20171220,172058,173860,170055,170055,341193
20171219,172859,174261,170255,171257,397738
20171218,169053,173260,168252,172258,589600
20171215,168452,169053,167651,169053,454997
20171214,168653,170055,167251,167251,714413
20171213,166049,168653,165047,168452,357463
20171212,164647,169254,164647,165848,364548
20171211,166249,167251,164246,165448,287568
20171208,167251,167851,164446,166249,294023
20171207,167050,169854,166049,167651,773839
20171206,166850,167050,165047,165448,345476
20171205,168252,168853,166449,166850,319540
20171204,167651,169854,165848,168052,679116
20171201,162043,166850,160440,166449,765277
20171130,162443,162443,160240,160240,785481
20171129,161242,163044,160641,162644,458402
20171128,160040,162443,159439,161642,476145
20171127,161842,162043,157836,159239,586050
20171124,160240,162644,159639,162243,340763
20171123,161242,161642,159038,160440,337588
20171122,163044,163245,159839,160440,476445
20171121,160641,162243,159839,161842,397813
20171120,161842,162043,159439,160440,428821
20171117,161642,164647,160641,161242,725287
20171116,161242,161842,159839,160641,431902
20171115,161242,161842,158638,161242,455232
20171114,164647,164647,160641,161242,591273
20171113,162443,165047,161642,164046,470159
20171110,164647,166249,161642,163044,785067
20171109,168853,169053,165047,165248,881687
20171108,171056,171457,168653,170055,512685
20171107,174662,174662,170255,172258,421507
20171106,172258,175062,171257,172458,321592
20171103,170656,173860,170255,172859,314398
20171102,172258,174862,171257,171457,352241
20171101,174261,176064,170856,172258,1158652
20171031,175263,179469,173860,179068,654113
20171030,177666,180070,174261,175463,527798
20171027,172258,176064,172258,176064,1181452
20171026,169053,171056,166249,168252,1709141
20171025,160240,162443,159239,161041,465591
20171024,159639,162243,159239,160440,276869
20171023,161442,162644,158838,160040,323864
20171020,163845,164847,158638,160440,514682
20171019,163845,165448,161242,162443,894822
20171018,153830,163645,153830,163245,1096510
20171017,153630,154632,153029,153830,463774
20171016,153029,153630,152028,152629,326040
20171013,153830,153830,151827,152629,364667
20171012,150425,154632,150425,153830,571777
20171011,150425,151227,149424,150425,295701
20171010,149624,154231,149023,151427,821562
20170929,146820,150025,146820,149224,263599
20170928,146219,149224,146219,146820,542990
20170927,150225,150626,147020,147020,459580
20170926,149424,151227,147421,150826,378647
20170925,152228,152829,150025,151026,368766
20170922,153230,155233,151227,153029,324318
20170921,155633,156434,152228,152829,338277
20170920,155032,157636,153630,156835,431188
20170919,155233,155633,153029,154231,369316
20170918,152629,157436,152428,156434,613559
20170915,153029,153029,150626,152228,495566
20170914,146219,154031,146019,153230,1131248
20170913,146820,147221,145218,146019,370823
20170912,144817,148623,143815,147221,414533
20170911,145618,145618,143615,144216,377019
20170908,145218,146820,145017,145618,353869
20170907,147421,147621,146219,146219,340364
20170906,146019,148022,145218,147621,400594
20170905,145818,148623,145618,147421,487154
20170904,145017,147020,145017,145418,701333
20170901,151627,152428,149224,149424,731602
20170831,154031,154231,150425,151227,989765
20170830,155833,156835,154431,155032,564148
20170829,156034,156234,153630,155833,527663
20170828,156434,158838,156034,156835,544368
20170825,154431,157636,154431,156234,412416
20170824,154231,155032,153430,154431,584103
20170823,154632,156434,154231,154832,484348
20170822,156434,156434,152829,153630,1147768
20170821,157035,157236,155233,156434,202116
20170818,154832,157236,154832,157035,262710
20170817,156434,157436,155433,155633,366490
20170816,156234,158237,156034,157636,348562
20170814,161642,161642,155433,156034,396390
20170811,156434,159839,156234,159239,269306
20170810,159038,160641,158437,159038,366959
20170809,159839,161642,159639,159839,259475
20170808,160440,163445,160240,162243,519465
20170807,155633,160841,153830,159439,743499
20170804,156034,157236,155433,155433,336260
20170803,159038,159839,155233,155833,673639
20170802,158638,160240,158437,159239,417828
20170801,159038,160641,158237,159439,414018
20170731,160040,161842,157436,160841,437768
20170728,164446,165047,160040,160040,628432
20170727,164246,166049,164046,165248,351867
20170726,168252,168452,164046,165248,411098
20170725,167050,167851,165047,167651,329455
20170724,167651,167851,164446,166850,342291
20170721,166650,168252,166650,168052,303539
20170720,166850,168653,165648,167251,317713
20170719,166449,168653,166249,167251,346669
20170718,168452,169053,165448,166249,315986
20170717,168252,169053,167251,168052,424123
20170714,166049,168052,165448,168052,492571
20170713,163645,167651,163645,166249,458731
20170712,166449,168052,163245,164446,354028
20170711,162844,167251,162844,166249,412950
20170710,166049,167050,162844,162844,470908
20170707,165248,168452,164647,167851,465047
20170706,167050,167251,163845,165248,540369
20170705,167651,168252,166449,167251,325112
20170704,168252,169654,167651,168252,224293
20170703,169053,170255,166850,169053,320244
20170630,169254,170255,167251,167851,559056
20170629,173059,173860,170455,170856,360389
20170628,171857,173260,170455,172458,505796
20170627,178267,180671,173460,174061,3426590
20170626,178467,180871,176464,177866,294298
20170623,177065,179469,175263,177666,307643
20170622,175863,177866,174461,176264,296180
20170621,171657,176464,166650,176264,488032
20170620,178668,178868,173059,173460,419036
20170619,177666,179869,175463,175863,317184
20170616,178067,178668,174862,178668,483100
20170615,176264,179469,176064,177266,383794
20170614,179869,183074,175263,176865,664992
20170613,179269,184076,178467,179269,562266
20170612,185478,186880,179269,179269,990429
20170609,179269,195293,179068,192288,915936
20170608,177266,178868,175663,178267,524493
20170607,175463,177866,174461,175463,419910
20170605,171056,177666,171056,175463,520958
20170602,168853,173059,168853,173059,342685
20170601,170255,172258,168653,168653,275122
20170531,170055,173059,168853,169254,476924
20170530,171457,172058,169254,170656,335302
20170529,172258,173059,170656,171457,226684
20170526,172258,172859,171056,171257,307828
20170525,171257,171857,169854,170656,333534
20170524,170255,171257,168653,170656,457358
20170523,169454,170255,167851,168653,372421
20170522,169854,169854,167050,169654,350169
20170519,164647,166850,164647,166650,624847
20170518,166049,166650,163645,165047,294553
20170517,167251,167851,166049,166650,366170
20170516,168052,170255,166249,168052,274373
20170515,170856,171056,167050,168052,237274
20170512,173059,173260,168653,169854,382411
20170511,168452,173460,167651,173460,873180
20170510,172058,175863,164847,165047,704323
20170508,164847,169254,163245,169254,668452
20170504,161442,164847,160841,164847,440249
20170502,160240,161642,158237,160440,542895
20170428,158437,160841,158437,160240,562021
20170427,159439,160240,157236,158437,844403
20170426,163245,163445,161041,161642,804318
20170425,163245,163245,160841,163245,755621
20170424,162443,162844,161242,162243,433679
20170421,160440,162844,159439,162844,428921
20170420,157236,160240,156434,159439,490748
20170419,155833,157236,155633,155633,413549
20170418,158437,158437,155633,155833,270703
20170417,156234,158838,154832,157236,277498
20170414,159839,162443,157436,157636,298497
20170413,154832,160841,154231,160641,863904
20170412,154832,155633,151627,153830,1025706
20170411,162243,162443,153630,154231,1313359
20170410,164847,165848,162443,163845,356495
20170407,167651,168653,165248,165848,287923
20170406,167851,168252,165448,168252,359975
20170405,171657,172058,167251,168853,497623
20170404,173860,174061,169454,170255,297523
20170403,171257,175863,168853,174862,274008
20170331,172458,174261,171056,171257,249755
20170330,173260,175062,171457,172458,284947
20170329,172058,173260,171056,173059,293140
20170328,177266,177466,170455,170856,411757
20170327,173260,178668,173260,177266,301842
20170324,173059,176264,173059,174662,278512
20170323,172258,174662,170455,173059,399710
20170322,174261,174461,169454,170055,395466
20170321,165848,174662,165248,174461,749850
20170320,166249,166249,162243,163845,296020
20170317,165248,166850,164046,165648,294902
20170316,167050,167251,163645,164046,266175
20170315,163645,165448,162243,164246,203629
20170314,165648,166850,162443,163245,471727
20170313,160240,166850,160040,165448,416694
20170310,158037,160641,156835,160240,244168
20170309,160440,161442,158037,158037,378357
20170308,159839,161642,158437,160240,281467
20170307,160240,161442,159038,160040,241218
20170306,162243,163645,159239,160240,289540
20170303,163445,168052,159038,162043,490773
