,open,high,low,close,volume
20171026,5240,5310,5230,5300,80133
20171025,5310,5370,5200,5230,128730
20171024,5510,5510,5300,5300,214315
20171023,5530,5580,5460,5520,159999
20171020,5440,5570,5440,5570,85708
20171019,5430,5530,5410,5480,132026
20171018,5520,5600,5450,5450,127265
20171017,5660,5680,5550,5580,162335
20171016,5500,5650,5450,5640,223229
20171013,5320,5480,5320,5470,153676
20171012,5220,5320,5220,5320,90922
20171011,5110,5430,5110,5220,330301
20171010,5110,5210,5110,5110,122773
20170929,5260,5260,5140,5180,155166
20170928,5110,5220,5070,5210,86383
20170927,5060,5210,5060,5130,102199
20170926,5000,5250,5000,5050,323289
20170925,5330,5330,5080,5100,200420
20170922,5370,5390,5270,5280,69997
20170921,5400,5430,5340,5370,88434
20170920,5520,5540,5400,5410,63935
20170919,5290,5570,5280,5490,175282
20170918,5330,5400,5210,5340,115241
20170915,5420,5440,5310,5310,116810
20170914,5330,5430,5300,5430,175745
20170913,5430,5450,5350,5360,102948
20170912,5430,5450,5360,5430,157596
20170911,5430,5560,5410,5420,117003
20170908,5490,5680,5420,5440,214874
20170907,5440,5560,5410,5530,93885
20170906,5420,5490,5420,5440,66916
20170905,5520,5530,5440,5460,85653
20170904,5550,5570,5480,5490,237834
20170901,5530,5640,5500,5590,150563
20170831,5690,5690,5520,5520,279742
20170830,5740,5770,5660,5660,105865
20170829,5810,5810,5720,5750,99444
20170828,5790,5880,5790,5810,135901
20170825,5770,5780,5730,5760,79699
20170824,5720,5770,5710,5740,53795
20170823,5710,5800,5690,5710,80747
20170822,5730,5780,5720,5720,91082
20170821,5780,5800,5700,5730,101950
20170818,5660,5790,5660,5780,90676
20170817,5740,5770,5670,5700,133144
20170816,5810,5830,5770,5770,112550
20170814,5810,5850,5720,5790,132395
20170811,5850,5880,5780,5800,169264
20170810,5870,5950,5790,5860,188364
20170809,5940,6030,5900,5900,182197
20170808,6080,6080,5980,5980,181271
20170807,6170,6180,6070,6080,253293
20170804,6230,6260,6140,6180,65522
20170803,6240,6310,6170,6220,142369
20170802,6220,6320,6190,6320,75860
20170801,6230,6380,6200,6230,145700
20170731,6380,6450,6220,6240,147150
20170728,6450,6490,6350,6400,169671
20170727,6490,6490,6410,6450,86508
20170726,6370,6490,6370,6440,76233
20170725,6430,6450,6370,6420,77782
20170724,6370,6430,6330,6430,64771
20170721,6430,6490,6330,6360,107471
20170720,6480,6500,6410,6430,79225
20170719,6340,6540,6280,6500,142580
20170718,6240,6360,6240,6310,98066
20170717,6330,6360,6240,6250,165978
20170714,6370,6380,6300,6330,111296
20170713,6320,6370,6310,6360,88129
20170712,6320,6390,6280,6310,138944
20170711,6460,6470,6280,6300,220293
20170710,6480,6500,6340,6420,161272
20170707,6600,6630,6470,6480,224467
20170706,6690,6730,6600,6610,106035
20170705,6610,6720,6610,6690,84712
20170704,6730,6770,6640,6660,235475
20170703,6840,6860,6730,6780,101699
20170630,6880,6890,6760,6840,115326
20170629,6850,6960,6840,6890,160796
20170628,6810,6920,6790,6890,100913
20170627,6830,6890,6800,6800,92424
20170626,6850,6890,6790,6800,162004
20170623,6880,7030,6850,6900,138646
20170622,6860,6880,6800,6840,166956
20170621,6930,6960,6850,6860,228979
20170620,6970,6980,6890,6950,200582
20170619,7090,7110,6970,7000,213291
20170616,7090,7110,7010,7090,234073
20170615,7160,7180,7080,7090,168801
20170614,7190,7250,7150,7160,267010
20170613,7190,7250,7160,7230,174474
20170612,7220,7250,7180,7190,137775
20170609,7210,7240,7170,7210,170715
20170608,7280,7280,7210,7210,234585
20170607,7230,7270,7190,7230,175912
20170605,7240,7330,7210,7240,208226
20170602,7320,7320,7190,7230,178883
20170601,7240,7340,7220,7250,159477
20170531,7270,7330,7220,7240,228795
20170530,7340,7370,7250,7280,136440
20170529,7270,7430,7250,7340,209982
20170526,7210,7280,7150,7230,199959
20170525,7250,7310,7200,7200,280207
20170524,7280,7330,7200,7290,146076
20170523,7300,7320,7170,7230,194330
20170522,7310,7370,7250,7320,126164
20170519,7300,7340,7240,7280,145078
20170518,7200,7360,7190,7300,155836
20170517,7220,7250,7170,7200,213407
20170516,7390,7440,7220,7260,245804
20170515,7440,7480,7350,7390,175080
20170512,7430,7530,7390,7390,238628
20170511,7480,7540,7390,7540,220825
20170510,7560,7690,7480,7480,292513
20170508,7540,7550,7370,7530,223737
20170504,7540,7700,7530,7540,262546
20170502,7500,7720,7490,7630,147950
20170428,7620,7730,7460,7540,223793
20170427,7770,7810,7630,7680,98852
20170426,7690,7730,7610,7680,110113
20170425,7640,7700,7620,7640,109197
20170424,7740,7780,7610,7640,103216
20170421,7700,7790,7630,7740,120828
20170420,7660,7790,7660,7710,98892
20170419,7600,7750,7580,7710,160577
20170418,7650,7670,7600,7630,68309
20170417,7640,7660,7580,7610,75316
20170414,7680,7680,7600,7630,90236
20170413,7590,7700,7590,7680,128272
20170412,7540,7660,7520,7660,73485
20170411,7540,7680,7490,7610,110345
20170410,7770,7790,7500,7630,201782
20170407,7760,7810,7690,7760,98856
20170406,7730,7840,7510,7760,160897
20170405,7810,7850,7700,7770,153725
20170404,7940,7940,7750,7790,149971
20170403,8000,8000,7870,7930,144422
20170331,7990,8040,7900,7950,213275
20170330,7790,8350,7760,7990,315971
20170329,7890,7900,7760,7790,121614
20170328,7690,7860,7670,7850,161127
20170327,7780,7780,7650,7690,205379
20170324,7750,7780,7700,7730,173782
20170323,7760,7760,7670,7700,140232
20170322,7780,7780,7640,7690,100300
20170321,7800,7810,7670,7700,175383
20170320,7840,7840,7660,7670,136216
20170317,7800,7890,7740,7760,158313
20170316,7880,7880,7780,7790,90801
20170315,7800,7880,7760,7800,72784
20170314,7860,7880,7710,7770,126447
20170313,7840,7900,7750,7800,113109
20170310,7830,7900,7720,7840,134260
20170309,7930,7970,7800,7830,119429
20170308,7800,7930,7800,7930,134155
20170307,7800,7890,7720,7800,121003
20170306,7900,7900,7670,7710,224019
20170303,7900,7990,7880,7900,224535
20170302,8000,8060,7850,7860,232254
20170228,8170,8170,7970,7970,157494
20170227,8180,8230,8060,8100,156562
20170224,8100,8150,8020,8130,138197
20170223,8150,8160,8030,8100,159301
20170222,8000,8280,7950,8100,398933
20170221,7850,8000,7850,7900,198407
20170220,7990,8000,7810,7880,123126
20170217,7780,7940,7770,7900,129674
20170216,8040,8040,7730,7780,219926
20170215,7950,8020,7900,7950,108913
20170214,7980,7990,7850,7950,95357
20170213,7820,7950,7820,7920,88614
20170210,7880,7940,7770,7890,109150
20170209,7870,7900,7760,7880,75869
20170208,7790,7890,7580,7870,150975
20170207,7600,7740,7590,7740,75682
20170206,7710,7760,7580,7710,88920
20170203,7700,7730,7460,7680,86584
20170202,7650,7760,7580,7660,79135
20170201,7530,7670,7530,7670,102932
20170131,7310,7590,7300,7590,173773
20170126,7460,7460,7300,7380,80490
20170125,7600,7610,7360,7370,173772
20170124,7670,7720,7490,7550,143726
20170123,7810,7820,7610,7660,176919
20170120,7650,7740,7620,7690,79753
20170119,7760,7810,7630,7640,135537
20170118,7840,7880,7710,7750,107105
20170117,7920,7940,7860,7880,81127
20170116,7910,7940,7750,7900,135243
20170113,7960,7960,7710,7910,105282
20170112,7780,7920,7770,7910,113683
20170111,7890,7920,7670,7760,256784
20170110,7900,7950,7700,7890,141959
20170109,8030,8100,7890,7920,120759
20170106,8180,8180,7920,8020,223402
20170105,8120,8260,8120,8190,131415
20170104,8170,8220,8090,8180,137715
20170103,8200,8230,8100,8170,178120
20170102,7890,8180,7890,8160,189776
20161229,7890,8000,7890,7890,122754
20161228,7750,7880,7730,7880,74390
20161227,7700,7900,7700,7800,107622
20161226,7890,7960,7800,7840,86981
20161223,7850,7970,7780,7890,129453
20161222,7820,7880,7770,7860,78643
20161221,7830,7890,7770,7830,68948
20161220,7730,7830,7690,7810,55975
20161219,7770,7870,7520,7730,83208
20161216,7700,7790,7680,7770,74086
20161215,7880,7890,7740,7780,107780
20161214,7810,7900,7790,7840,156474
20161213,7650,7790,7640,7790,136993
20161212,7700,7700,7600,7630,81523
20161209,7510,7690,7500,7630,152363
20161208,7650,7650,7530,7580,107181
20161207,7530,7580,7350,7540,87368
20161206,7520,7600,7490,7490,89489
20161205,7420,7510,7310,7490,92726
20161202,7250,7440,7240,7420,157600
20161201,7280,7480,7180,7210,136146
20161130,7200,7360,7140,7280,111383
20161129,7110,7230,7100,7200,77343
20161128,7100,7190,6990,7100,213665
20161125,7190,7220,7100,7120,84485
20161124,7320,7370,7130,7150,123147
20161123,7490,7490,7200,7220,171035
20161122,7430,7580,7310,7490,125553
20161121,7590,7590,7300,7350,136004
20161118,7750,7750,7550,7580,92596
20161117,7700,7840,7620,7760,130896
20161116,7500,7760,7440,7750,160109
20161115,7400,7480,7260,7480,115228
20161114,7280,7370,7210,7350,92511
20161111,7270,7300,7170,7290,86363
20161110,7080,7280,7080,7220,109560
20161109,7380,7380,6990,7080,158768
20161108,7420,7420,7240,7290,62223
20161107,7490,7490,7240,7350,54445
20161104,7390,7390,7270,7290,41885
20161103,7240,7340,7190,7320,89764
20161102,7310,7350,7190,7200,101504
20161101,7330,7400,7230,7300,86159
20161031,7300,7510,7300,7340,58333
20161028,7370,7590,7300,7400,113954
20161027,7370,7530,7360,7520,85099
20161026,7540,7540,7250,7370,135590
20161025,7620,7700,7490,7550,112345
20161024,7570,7670,7510,7620,126023
20161021,7700,7700,7550,7560,88788
20161020,7770,7920,7650,7700,173771
20161019,7730,7900,7730,7750,87874
20161018,7890,7930,7740,7810,83369
20161017,8000,8000,7850,7890,84154
20161014,7860,8010,7830,8000,125788
20161013,8080,8110,7860,7860,117264
20161012,8130,8300,7900,8090,451704
20161011,7990,8040,7900,8040,222966
20161010,7850,8000,7800,7920,169620
20161007,7760,8020,7720,7770,103547
20161006,7920,7920,7730,7760,152219
20161005,8000,8020,7830,7920,157423
20161004,7900,8040,7770,8040,153694
20160930,7860,7900,7750,7880,123419
20160929,7920,8010,7870,7900,122313
20160928,7940,8040,7820,7920,250673
20160927,7790,7910,7650,7900,244273
20160926,7530,7770,7520,7770,202522
20160923,7610,7690,7510,7540,144266
20160922,7540,7640,7520,7600,88898
20160921,7390,7550,7390,7490,92414
20160920,7370,7510,7310,7470,98939
20160919,7350,7390,7190,7370,111209
20160913,7490,7550,7340,7360,153805
20160912,7450,7570,7420,7490,111756
20160909,7610,7700,7510,7550,121623
20160908,7610,7760,7610,7700,176392
20160907,7630,7750,7590,7610,109220
20160906,7720,7790,7640,7680,95169
20160905,7610,7810,7560,7750,148556
20160902,7670,7670,7550,7610,81214
20160901,7590,7670,7480,7600,109084
20160831,7600,7690,7500,7590,99165
20160830,7620,7740,7560,7600,92295
20160829,7600,7670,7470,7590,151860
20160826,7840,7840,7580,7690,143846
20160825,7600,7800,7580,7750,278321
20160824,7330,7590,7330,7560,241941
20160823,7270,7380,7250,7330,118534
20160822,7300,7330,7230,7270,99808
20160819,7370,7400,7300,7300,140511
20160818,7210,7410,7210,7320,191018
20160817,7280,7310,7160,7230,100103
20160816,7200,7310,7190,7240,158566
20160812,7110,7230,7080,7190,87454
20160811,7140,7170,7050,7110,86726
20160810,7150,7200,7100,7120,98679
20160809,7160,7190,7100,7150,66018
20160808,7230,7230,7090,7120,67307
20160805,7080,7200,7060,7160,96984
20160804,7080,7130,7020,7080,105823
20160803,7130,7190,7040,7070,152389
20160802,7300,7330,7190,7240,113847
20160801,7400,7500,7250,7290,260333
20160729,7240,7300,7180,7200,94749
20160728,7150,7240,7110,7240,121753
20160727,7180,7270,7170,7190,145852
20160726,7140,7190,7100,7140,94679
20160725,7130,7180,7050,7140,144749
20160722,7170,7200,7060,7110,76162
20160721,7140,7220,7120,7150,79761
20160720,7180,7220,7100,7130,87239
20160719,7330,7350,7180,7210,137101
20160718,7110,7290,7110,7240,223234
20160715,7180,7190,7080,7100,101190
20160714,7140,7180,7060,7140,114701
20160713,7090,7130,7040,7080,103452
20160712,6960,7120,6960,7090,154589
20160711,6960,7040,6950,6950,63521
20160708,7000,7050,6910,6950,85741
20160707,6990,7070,6970,7010,56628
20160706,7020,7080,6920,6980,93388
20160705,7060,7100,7020,7060,62198
20160704,7000,7160,7000,7070,94803
20160701,7000,7080,6990,7030,87813
20160630,7010,7110,6990,7000,83289
20160629,6950,7070,6900,7010,97880
20160628,6900,6970,6850,6940,79549
20160627,6760,6990,6750,6950,179082
20160624,7130,7180,6770,6800,255113
20160623,7080,7170,6910,7120,94675
20160622,7100,7150,6960,7080,75022
20160621,7040,7090,6950,6970,67968
20160620,6970,7080,6950,7030,87242
20160617,6980,6980,6810,6880,127662
20160616,6940,6980,6880,6890,110676
20160615,7000,7000,6870,6920,133517
20160614,7040,7150,7000,7000,120684
20160613,7200,7280,7060,7100,124002
20160610,7240,7340,7240,7290,161474
20160609,7250,7410,7050,7410,346830
20160608,7250,7330,7130,7280,174300
20160607,7090,7250,7010,7210,179741
20160603,6910,7080,6900,7050,123104
20160602,6980,7000,6890,6910,216420
20160601,7100,7120,6970,7020,229786
20160531,7060,7210,7000,7090,166827
20160530,7110,7130,7030,7050,81724
20160527,7160,7170,7000,7100,108606
20160526,7010,7200,7010,7130,96305
20160525,7020,7110,6980,7050,105501
20160524,7060,7100,7020,7030,76481
20160523,7040,7140,7010,7060,99861
20160520,7210,7220,7070,7100,134066
20160519,7150,7350,7110,7230,81728
20160518,7290,7290,7130,7160,134250
20160517,7450,7450,7250,7280,125073
20160516,7390,7570,7310,7430,127151
20160513,7500,7530,7350,7380,135849
20160512,7490,7580,7460,7520,83132
20160511,7540,7650,7470,7500,133187
20160510,7500,7700,7500,7600,86809
20160509,7630,7710,7500,7540,138277
20160504,7810,7840,7590,7630,259272
20160503,7990,7990,7840,7860,84264
20160502,8050,8060,7870,7900,146712
20160429,7950,8100,7840,8030,288287
20160428,7890,7980,7890,7910,98866
20160427,7830,7950,7780,7890,113785
20160426,7800,7900,7740,7870,216500
20160425,7790,7830,7740,7800,148948
20160422,7820,7920,7760,7800,279924
20160421,7800,7840,7710,7800,222916
20160420,7910,7960,7750,7790,102356
20160419,7860,7920,7820,7870,94364
20160418,7820,7920,7760,7870,74214
20160415,7810,7940,7810,7850,149192
20160414,7720,7860,7710,7860,172595
20160412,7720,7840,7710,7750,122917
20160411,7470,7820,7470,7720,257080
20160408,7640,7660,7500,7550,156121
20160407,7750,7760,7520,7620,190648
20160406,7870,7980,7700,7740,158191
20160405,7890,8010,7820,7940,58162
20160404,8130,8190,7820,7920,186097
20160401,8260,8370,8190,8190,170190
20160331,8300,8330,8260,8260,61623
20160330,8390,8400,8240,8270,108665
20160329,8350,8390,8250,8380,105001
20160328,8190,8310,8190,8270,157389
20160325,8180,8250,8160,8170,84497
20160324,8220,8270,8120,8180,93468
20160323,8440,8440,8180,8280,207353
20160322,8210,8380,8080,8350,198837
20160321,8140,8230,8070,8150,101480
20160318,8110,8260,8090,8160,157260
20160317,8150,8220,8100,8170,162156
20160316,8100,8250,7960,8100,285764
20160315,8300,8300,8100,8100,129427
20160314,8260,8330,8170,8230,132284
20160311,8260,8400,8230,8260,125714
20160310,8290,8500,8270,8390,202559
20160309,8180,8250,8120,8250,142248
20160308,8350,8350,7950,8120,218503
20160307,8040,8250,8000,8180,226467
20160304,7980,8020,7890,7960,181556
20160303,7840,7910,7800,7900,138855
20160302,7970,7970,7790,7840,173253
20160229,7530,7940,7510,7870,267145
20160226,7440,7550,7400,7530,133348
20160225,7280,7490,7280,7390,141875
20160224,7310,7390,7120,7370,128383
20160223,7200,7470,7200,7310,195312
20160222,7170,7260,7080,7170,147675
20160219,7250,7260,7070,7150,139302
20160218,7170,7190,7020,7150,127665
20160217,7050,7130,6980,7020,185770
20160216,6810,6910,6670,6910,155220
20160215,6650,6820,6580,6680,126904
20160212,6690,6790,6500,6580,270482
20160211,6700,6780,6620,6780,178438
20160205,6490,7050,6490,6900,408117
20160204,6590,6590,6350,6520,87963
20160203,6430,6520,6390,6460,138921
20160202,6450,6670,6420,6440,218754
20160201,6450,6560,6420,6520,146044
20160129,6640,6750,6430,6540,252172
20160128,6350,6640,6350,6600,206314
20160127,6300,6490,6280,6450,247715
20160126,6280,6380,6220,6300,190804
20160125,6440,6570,6310,6340,269029
20160122,6320,6500,6320,6460,177374
20160121,5940,6460,5940,6330,445984
20160120,6800,6810,6130,6240,649636
20160119,7190,7190,6740,6780,520222
20160118,7440,7440,7110,7190,209442
20160115,7500,7500,7320,7360,133747
20160114,7350,7580,7340,7440,100048
20160113,7400,7540,7370,7400,114562
20160112,7580,7580,7400,7400,84485
20160111,7440,7680,7380,7490,112502
20160108,7460,7570,7370,7440,197784
20160107,7730,7730,7540,7570,142101
20160106,7730,7790,7600,7680,174929
20160105,7720,7860,7660,7740,109286
20160104,7890,7900,7690,7730,263253
20151230,7850,7970,7740,7750,109744
20151229,7820,7970,7800,7830,62909
