년/월/일,종가,종가*3.75,대비,등락률(%),거래량(g),거래대금(원),시가,시가*3.75,고가,고가*3.75,저가,저가*3.75
"2017/06/13","45,890","172,088","30","0.07","15,520","712,357,000","45,870","172,013","45,980","172,425","45,860","171,975"
"2017/06/12","45,860","171,975","-90","-0.20","11,355","520,301,060","45,960","172,350","45,960","172,350","45,770","171,638"
"2017/06/09","45,950","172,313","-370","-0.80","13,464","618,478,160","46,300","173,625","46,300","173,625","45,860","171,975"
"2017/06/08","46,320","173,700","-210","-0.45","12,879","597,161,460","46,510","174,413","46,510","174,413","46,090","172,838"
"2017/06/07","46,530","174,488","680","1.48","71,064","3,297,848,450","46,030","172,613","46,530","174,488","45,850","171,938"
"2017/06/05","45,850","171,938","300","0.66","31,129","1,428,930,980","45,980","172,425","45,990","172,463","45,810","171,788"
"2017/06/02","45,550","170,813","-60","-0.13","8,139","370,537,200","45,620","171,075","45,620","171,075","45,430","170,363"
"2017/06/01","45,610","171,038","160","0.35","6,522","297,540,930","45,460","170,475","45,790","171,713","45,460","170,475"
"2017/05/31","45,450","170,438","-270","-0.59","5,870","266,933,080","45,730","171,488","45,730","171,488","45,430","170,363"
"2017/05/30","45,720","171,450","150","0.33","14,555","665,457,350","45,600","171,000","45,800","171,750","45,600","171,000"
"2017/05/29","45,570","170,888","350","0.77","9,728","442,798,900","45,220","169,575","45,570","170,888","45,220","169,575"
"2017/05/26","45,220","169,575","-30","-0.07","4,434","200,319,760","45,400","170,250","45,400","170,250","45,100","169,125"
"2017/05/25","45,250","169,688","50","0.11","3,809","172,340,060","45,300","169,875","45,300","169,875","45,170","169,388"
"2017/05/24","45,200","169,500","-300","-0.66","7,913","358,440,450","45,200","169,500","45,440","170,400","45,200","169,500"
"2017/05/23","45,500","170,625","300","0.66","19,618","890,304,590","45,310","169,913","45,520","170,700","45,200","169,500"
"2017/05/22","45,200","169,500","-50","-0.11","4,797","216,192,760","45,300","169,875","45,300","169,875","44,980","168,675"
"2017/05/19","45,250","169,688","-260","-0.57","11,470","519,779,910","45,520","170,700","45,520","170,700","45,230","169,613"
"2017/05/18","45,510","170,663","590","1.31","34,507","1,570,015,940","44,960","168,600","45,650","171,188","44,960","168,600"
"2017/05/17","44,920","168,450","370","0.83","10,300","462,197,240","44,980","168,675","44,980","168,675","44,800","168,000"
"2017/05/16","44,550","167,063","-190","-0.42","47,462","2,112,528,850","44,740","167,775","44,740","167,775","44,370","166,388"
"2017/05/15","44,740","167,775","60","0.13","19,491","871,305,170","44,750","167,813","44,750","167,813","44,650","167,438"
"2017/05/12","44,680","167,550","80","0.18","26,262","1,171,227,270","44,700","167,625","44,720","167,700","44,500","166,875"
"2017/05/11","44,600","167,250","-200","-0.45","51,700","2,304,344,700","44,870","168,263","44,870","168,263","44,460","166,725"
"2017/05/10","44,800","168,000","-110","-0.24","36,090","1,616,528,510","44,940","168,525","45,000","168,750","44,700","167,625"
"2017/05/08","44,910","168,413","-270","-0.60","23,591","1,060,824,580","45,180","169,425","45,200","169,500","44,900","168,375"
"2017/05/04","45,180","169,425","-640","-1.40","29,354","1,331,957,020","45,580","170,925","45,580","170,925","45,180","169,425"
"2017/05/02","45,820","171,825","-350","-0.76","15,948","730,808,280","46,130","172,988","46,130","172,988","45,750","171,563"
"2017/04/28","46,170","173,138","170","0.37","8,170","375,959,570","46,040","172,650","46,190","173,213","45,900","172,125"
"2017/04/27","46,000","172,500","250","0.55","4,011","184,366,710","45,880","172,050","46,100","172,875","45,850","171,938"
"2017/04/26","45,750","171,563","-350","-0.76","10,474","479,661,870","46,020","172,575","46,090","172,838","45,660","171,225"
"2017/04/25","46,100","172,875","-210","-0.45","14,613","676,921,630","46,350","173,813","46,550","174,563","46,100","172,875"
"2017/04/24","46,310","173,663","-450","-0.96","18,072","838,151,190","46,760","175,350","46,760","175,350","46,290","173,588"
"2017/04/21","46,760","175,350","-130","-0.28","17,710","828,492,050","46,890","175,838","46,900","175,875","46,660","174,975"
"2017/04/20","46,890","175,838","-100","-0.21","21,839","1,024,361,920","46,900","175,875","47,010","176,288","46,860","175,725"
"2017/04/19","46,990","176,213","150","0.32","39,127","1,840,635,040","47,000","176,250","47,110","176,663","46,950","176,063"
"2017/04/18","46,840","175,650","-30","-0.06","24,774","1,158,170,580","46,800","175,500","46,920","175,950","46,360","173,850"
"2017/04/17","46,870","175,763","30","0.06","35,578","1,671,214,180","47,030","176,363","47,050","176,438","46,870","175,763"
"2017/04/14","46,840","175,650","340","0.73","34,539","1,619,853,260","46,500","174,375","46,960","176,100","46,500","174,375"
"2017/04/13","46,500","174,375","-340","-0.73","26,493","1,238,634,360","46,900","175,875","46,900","175,875","46,480","174,300"
"2017/04/12","46,840","175,650","560","1.21","40,586","1,903,103,470","46,500","174,375","47,000","176,250","46,500","174,375"
"2017/04/11","46,280","173,550","110","0.24","27,276","1,261,147,190","46,170","173,138","46,300","173,625","46,120","172,950"
"2017/04/10","46,170","173,138","70","0.15","15,539","716,440,010","45,990","172,463","46,180","173,175","45,940","172,275"
"2017/04/07","46,100","172,875","380","0.83","32,271","1,486,168,060","45,690","171,338","46,300","173,625","45,600","171,000"
"2017/04/06","45,720","171,450","170","0.37","32,361","1,479,035,100","45,560","170,850","45,770","171,638","45,560","170,850"
"2017/04/05","45,550","170,813","270","0.60","26,530","1,205,990,990","45,350","170,063","45,550","170,813","45,350","170,063"
"2017/04/04","45,280","169,800","340","0.76","35,774","1,613,191,450","45,140","169,275","45,350","170,063","45,140","169,275"
"2017/04/03","44,940","168,525","-20","-0.04","48,353","2,172,123,370","45,100","169,125","45,100","169,125","44,860","168,225"
"2017/03/31","44,960","168,600","-140","-0.31","14,840","666,573,950","45,000","168,750","45,000","168,750","44,880","168,300"
"2017/03/30","45,100","169,125","120","0.27","11,968","538,604,460","45,140","169,275","45,140","169,275","44,850","168,188"
"2017/03/29","44,980","168,675","-20","-0.04","43,034","1,939,704,360","45,140","169,275","45,140","169,275","44,890","168,338"
"2017/03/28","45,000","168,750","-230","-0.51","10,090","454,601,110","45,200","169,500","45,200","169,500","44,980","168,675"
"2017/03/27","45,230","169,613","130","0.29","5,807","262,366,940","45,100","169,125","45,230","169,613","45,100","169,125"
"2017/03/24","45,100","169,125","70","0.16","3,505","157,977,240","45,090","169,088","45,100","169,125","45,040","168,900"
"2017/03/23","45,030","168,863","-60","-0.13","8,369","376,789,720","45,140","169,275","45,140","169,275","44,970","168,638"
"2017/03/22","45,090","169,088","610","1.37","12,634","569,744,540","44,950","168,563","45,190","169,463","44,900","168,375"
"2017/03/21","44,480","166,800","-240","-0.54","32,051","1,423,589,190","44,800","168,000","44,800","168,000","44,300","166,125"
"2017/03/20","44,720","167,700","-180","-0.40","12,965","581,103,660","44,850","168,188","44,910","168,413","44,700","167,625"
"2017/03/17","44,900","168,375","60","0.13","12,574","563,766,340","44,900","168,375","44,900","168,375","44,800","168,000"
"2017/03/16","44,840","168,150","280","0.63","13,301","595,133,470","44,800","168,000","44,960","168,600","44,650","167,438"
"2017/03/15","44,560","167,100","-140","-0.31","42,916","1,913,152,020","44,700","167,625","44,780","167,925","44,500","166,875"
"2017/03/14","44,700","167,625","20","0.04","28,823","1,287,572,610","44,750","167,813","44,750","167,813","44,620","167,325"
"2017/03/13","44,680","167,550","-100","-0.22","31,382","1,403,810,150","44,850","168,188","44,850","168,188","44,670","167,513"
"2017/03/10","44,780","167,925","-190","-0.42","29,388","1,317,896,830","45,000","168,750","45,000","168,750","44,740","167,775"
"2017/03/09","44,970","168,638","-80","-0.18","21,132","951,238,940","45,050","168,938","45,090","169,088","44,970","168,638"
"2017/03/08","45,050","168,938","-430","-0.95","37,810","1,703,330,370","45,400","170,250","45,410","170,288","44,970","168,638"
"2017/03/07","45,480","170,550","-370","-0.81","33,559","1,528,740,600","45,800","171,750","45,870","172,013","45,400","170,250"
"2017/03/06","45,850","171,938","170","0.37","31,927","1,463,087,630","45,850","171,938","45,900","172,125","45,680","171,300"
"2017/03/03","45,680","171,300","-120","-0.26","11,465","523,322,410","45,600","171,000","45,800","171,750","45,540","170,775"
"2017/03/02","45,800","171,750","130","0.28","18,547","848,845,560","45,650","171,188","45,850","171,938","45,650","171,188"
"2017/02/28","45,670","171,263","-90","-0.20","13,559","619,424,300","45,630","171,113","45,750","171,563","45,610","171,038"
"2017/02/27","45,760","171,600","210","0.46","25,921","1,186,148,580","45,690","171,338","45,850","171,938","45,690","171,338"
"2017/02/24","45,550","170,813","150","0.33","21,149","963,602,230","45,800","171,750","45,800","171,750","45,480","170,550"
"2017/02/23","45,400","170,250","-100","-0.22","14,979","680,668,870","45,500","170,625","45,500","170,625","45,370","170,138"
"2017/02/22","45,500","170,625","-100","-0.22","13,512","614,605,960","45,590","170,963","45,590","170,963","45,400","170,250"
"2017/02/21","45,600","171,000","0","0.00","3,696","168,537,870","45,600","171,000","45,660","171,225","45,580","170,925"
"2017/02/20","45,600","171,000","-100","-0.22","13,044","595,413,610","45,700","171,375","45,800","171,750","45,600","171,000"
"2017/02/17","45,700","171,375","300","0.66","9,852","449,808,940","45,450","170,438","45,740","171,525","45,450","170,438"
"2017/02/16","45,400","170,250","160","0.35","11,241","509,692,290","45,290","169,838","45,400","170,250","45,210","169,538"
"2017/02/15","45,240","169,650","-300","-0.66","15,901","720,100,360","45,350","170,063","45,450","170,438","45,190","169,463"
"2017/02/14","45,540","170,775","-250","-0.55","22,938","1,042,701,020","45,600","171,000","45,630","171,113","45,320","169,950"
"2017/02/13","45,790","171,713","200","0.44","25,100","1,149,248,650","45,600","171,000","45,820","171,825","45,600","171,000"
"2017/02/10","45,590","170,963","-230","-0.50","12,148","553,699,840","45,800","171,750","45,800","171,750","45,500","170,625"
"2017/02/09","45,820","171,825","240","0.53","11,970","548,091,120","45,560","170,850","45,830","171,863","45,560","170,850"
"2017/02/08","45,580","170,925","80","0.18","7,701","350,866,400","45,460","170,475","45,610","171,038","45,460","170,475"
"2017/02/07","45,500","170,625","530","1.18","26,786","1,214,212,430","45,040","168,900","45,550","170,813","45,040","168,900"
"2017/02/06","44,970","168,638","-30","-0.07","31,452","1,414,960,380","45,020","168,825","45,120","169,200","44,950","168,563"
"2017/02/03","45,000","168,750","-80","-0.18","18,398","827,913,710","45,110","169,163","45,140","169,275","44,910","168,413"
"2017/02/02","45,080","169,050","-90","-0.20","14,634","659,224,240","45,200","169,500","45,200","169,500","45,000","168,750"
"2017/02/01","45,170","169,388","90","0.20","7,483","337,801,590","45,500","170,625","45,500","170,625","45,070","169,013"
"2017/01/31","45,080","169,050","280","0.63","14,812","669,087,780","45,310","169,913","45,310","169,913","45,050","168,938"
"2017/01/26","44,800","168,000","-490","-1.08","28,126","1,262,362,570","45,280","169,800","45,280","169,800","44,720","167,700"
"2017/01/25","45,290","169,838","-350","-0.77","23,913","1,085,971,590","45,650","171,188","45,650","171,188","45,250","169,688"
"2017/01/24","45,640","171,150","-80","-0.17","15,302","698,079,030","45,730","171,488","45,730","171,488","45,570","170,888"
"2017/01/23","45,720","171,450","100","0.22","24,567","1,123,154,990","45,920","172,200","45,920","172,200","45,670","171,263"
"2017/01/20","45,620","171,075","-70","-0.15","18,018","822,806,950","45,790","171,713","45,790","171,713","45,590","170,963"
"2017/01/19","45,690","171,338","0","0.00","19,167","875,490,620","45,790","171,713","45,900","172,125","45,550","170,813"
"2017/01/18","45,690","171,338","-210","-0.46","27,646","1,264,289,220","45,900","172,125","46,000","172,500","45,650","171,188"
"2017/01/17","45,900","172,125","0","0.00","20,532","944,273,210","45,900","172,125","46,120","172,950","45,890","172,088"
"2017/01/16","45,900","172,125","460","1.01","5,935","271,890,150","45,450","170,438","45,900","172,125","45,440","170,400"
"2017/01/13","45,440","170,400","-360","-0.79","50,682","2,306,069,640","45,750","171,563","45,770","171,638","45,400","170,250"
"2017/01/12","45,800","171,750","-50","-0.11","20,480","935,813,730","45,950","172,313","45,950","172,313","45,600","171,000"
"2017/01/11","45,850","171,938","50","0.11","24,046","1,102,593,480","45,990","172,463","45,990","172,463","45,790","171,713"
"2017/01/10","45,800","171,750","90","0.20","36,746","1,682,240,140","45,800","171,750","45,920","172,200","45,700","171,375"
"2017/01/09","45,710","171,413","270","0.59","28,607","1,306,541,300","45,820","171,825","45,850","171,938","45,560","170,850"
"2017/01/06","45,440","170,400","40","0.09","36,141","1,641,363,860","45,600","171,000","45,600","171,000","45,340","170,025"
"2017/01/05","45,400","170,250","-330","-0.72","37,121","1,692,524,610","45,900","172,125","45,900","172,125","45,300","169,875"
"2017/01/04","45,730","171,488","170","0.37","34,963","1,600,726,580","45,900","172,125","45,910","172,163","45,650","171,188"
"2017/01/03","45,560","170,850","60","0.13","18,257","831,468,080","45,550","170,813","45,600","171,000","45,480","170,550"
"2017/01/02","45,500","170,625","300","0.66","24,270","1,105,367,890","45,500","170,625","45,680","171,300","45,430","170,363"
"2016/12/29","45,200","169,500","390","0.87","30,891","1,396,853,540","45,020","168,825","45,350","170,063","45,020","168,825"
"2016/12/28","44,810","168,038","250","0.56","15,891","712,493,110","44,640","167,400","44,890","168,338","44,640","167,400"
"2016/12/27","44,560","167,100","60","0.13","46,256","2,034,627,440","44,600","167,250","44,600","167,250","44,260","165,975"
"2016/12/26","44,500","166,875","380","0.86","62,444","2,747,478,470","44,210","165,788","44,750","167,813","44,210","165,788"
"2016/12/23","44,120","165,450","170","0.39","6,397","281,730,680","44,220","165,825","44,220","165,825","43,970","164,888"
"2016/12/22","43,950","164,813","-40","-0.09","16,366","718,219,770","43,920","164,700","44,100","165,375","43,800","164,250"
"2016/12/21","43,990","164,963","60","0.14","35,275","1,548,675,330","43,930","164,738","43,990","164,963","43,720","163,950"
"2016/12/20","43,930","164,738","140","0.32","24,573","1,077,711,880","43,820","164,325","44,000","165,000","43,780","164,175"
"2016/12/19","43,790","164,213","320","0.74","17,889","784,457,930","43,510","163,163","44,190","165,713","43,510","163,163"
"2016/12/16","43,470","163,013","-250","-0.57","29,745","1,295,962,170","43,800","164,250","43,800","164,250","43,400","162,750"
"2016/12/15","43,720","163,950","-230","-0.52","38,904","1,697,216,420","43,950","164,813","43,950","164,813","43,300","162,375"
"2016/12/14","43,950","164,813","60","0.14","41,351","1,810,828,980","43,900","164,625","44,090","165,338","43,620","163,575"
"2016/12/13","43,890","164,588","-110","-0.25","37,990","1,668,376,010","44,300","166,125","44,600","167,250","43,800","164,250"
"2016/12/12","44,000","165,000","-500","-1.12","31,291","1,380,300,310","44,500","166,875","44,840","168,150","43,900","164,625"
"2016/12/09","44,500","166,875","-280","-0.63","25,358","1,133,042,710","44,780","167,925","45,080","169,050","44,490","166,838"
"2016/12/08","44,780","167,925","30","0.07","76,532","3,419,453,300","45,000","168,750","45,100","169,125","44,600","167,250"
"2016/12/07","44,750","167,813","-330","-0.73","17,687","795,098,200","44,900","168,375","45,290","169,838","44,650","167,438"
"2016/12/06","45,080","169,050","310","0.69","23,968","1,072,539,760","44,770","167,888","45,110","169,163","44,390","166,463"
"2016/12/05","44,770","167,888","40","0.09","36,355","1,633,910,120","45,000","168,750","45,300","169,875","44,770","167,888"
"2016/12/02","44,730","167,738","0","0.00","21,710","970,435,130","44,650","167,438","44,800","168,000","44,600","167,250"
"2016/12/01","44,730","167,738","-370","-0.82","32,427","1,451,858,450","45,100","169,125","45,100","169,125","44,640","167,400"
"2016/11/30","45,100","169,125","-180","-0.40","13,847","625,852,680","45,250","169,688","45,320","169,950","45,050","168,938"
"2016/11/29","45,280","169,800","-50","-0.11","16,257","735,997,980","45,450","170,438","45,450","170,438","45,150","169,313"
"2016/11/28","45,330","169,988","180","0.40","10,856","491,993,390","45,900","172,125","45,900","172,125","45,200","169,500"
"2016/11/25","45,150","169,313","-360","-0.79","30,998","1,399,358,280","45,590","170,963","45,590","170,963","45,080","169,050"
"2016/11/24","45,510","170,663","-690","-1.49","66,203","3,015,144,120","45,700","171,375","45,710","171,413","45,360","170,100"
"2016/11/23","46,200","173,250","-160","-0.35","12,545","578,893,860","46,270","173,513","46,330","173,738","46,000","172,500"
"2016/11/22","46,360","173,850","-130","-0.28","11,462","531,552,450","46,880","175,800","46,880","175,800","46,300","173,625"
"2016/11/21","46,490","174,338","190","0.41","14,513","672,639,750","46,300","173,625","46,500","174,375","46,080","172,800"
"2016/11/18","46,300","173,625","-400","-0.86","23,965","1,108,731,600","46,700","175,125","46,700","175,125","46,150","173,063"
"2016/11/17","46,700","175,125","80","0.17","3,632","169,290,060","46,600","174,750","46,740","175,275","46,400","174,000"
"2016/11/16","46,620","174,825","70","0.15","17,792","827,991,950","46,550","174,563","46,620","174,825","46,480","174,300"
"2016/11/15","46,550","174,563","300","0.65","37,850","1,758,274,180","46,000","172,500","46,580","174,675","46,000","172,500"
"2016/11/14","46,250","173,438","-1,100","-2.32","57,599","2,657,338,730","46,490","174,338","46,530","174,488","45,940","172,275"
"2016/11/11","47,350","177,563","-150","-0.32","18,075","854,911,880","47,160","176,850","47,600","178,500","47,110","176,663"
"2016/11/10","47,500","178,125","-1,430","-2.92","47,756","2,271,302,780","47,750","179,063","47,750","179,063","47,300","177,375"
"2016/11/09","48,930","183,488","1,940","4.13","118,325","5,762,366,130","46,800","175,500","49,500","185,625","46,400","174,000"
"2016/11/08","46,990","176,213","-410","-0.86","10,656","501,551,830","47,100","176,625","47,300","177,375","46,930","175,988"
"2016/11/07","47,400","177,750","-400","-0.84","12,759","607,195,240","47,780","179,175","47,780","179,175","47,400","177,750"
"2016/11/04","47,800","179,250","-30","-0.06","11,372","545,231,270","47,830","179,363","48,100","180,375","47,800","179,250"
"2016/11/03","47,830","179,363","80","0.17","20,026","960,400,950","48,100","180,375","48,100","180,375","47,800","179,250"
"2016/11/02","47,750","179,063","600","1.27","17,314","824,404,630","47,300","177,375","47,900","179,625","47,300","177,375"
"2016/11/01","47,150","176,813","110","0.23","5,982","281,953,230","47,280","177,300","47,330","177,488","47,000","176,250"
"2016/10/31","47,040","176,400","130","0.28","7,961","375,837,280","47,200","177,000","47,320","177,450","47,040","176,400"
"2016/10/28","46,910","175,913","210","0.45","15,993","750,506,410","46,700","175,125","47,070","176,513","46,700","175,125"
"2016/10/27","46,700","175,125","50","0.11","2,784","129,722,780","46,520","174,450","46,700","175,125","46,500","174,375"
"2016/10/26","46,650","174,938","330","0.71","7,453","347,314,450","46,500","174,375","46,690","175,088","46,490","174,338"
"2016/10/25","46,320","173,700","60","0.13","3,994","185,051,210","46,400","174,000","46,430","174,113","46,300","173,625"
"2016/10/24","46,260","173,475","-20","-0.04","9,148","424,195,760","46,300","173,625","46,450","174,188","46,260","173,475"
"2016/10/21","46,280","173,550","120","0.26","10,377","479,660,300","46,160","173,100","46,300","173,625","46,130","172,988"
"2016/10/20","46,160","173,100","430","0.94","22,068","1,013,436,970","45,870","172,013","46,300","173,625","45,870","172,013"
"2016/10/19","45,730","171,488","-170","-0.37","7,485","343,002,200","46,000","172,500","46,000","172,500","45,730","171,488"
"2016/10/18","45,900","172,125","-350","-0.76","7,838","360,542,580","46,250","173,438","46,250","173,438","45,890","172,088"
"2016/10/17","46,250","173,438","260","0.57","6,461","297,997,630","45,990","172,463","46,300","173,625","45,990","172,463"
"2016/10/14","45,990","172,463","-210","-0.45","8,805","405,620,310","46,200","173,250","46,200","173,250","45,800","171,750"
"2016/10/13","46,200","173,250","530","1.16","4,687","214,843,410","45,700","171,375","46,200","173,250","45,670","171,263"
"2016/10/12","45,670","171,263","80","0.18","4,253","193,962,670","45,590","170,963","45,670","171,263","45,510","170,663"
"2016/10/11","45,590","170,963","230","0.51","8,799","398,821,720","45,360","170,100","45,620","171,075","45,150","169,313"
"2016/10/10","45,360","170,100","60","0.13","14,988","680,798,480","45,800","171,750","45,800","171,750","45,320","169,950"
"2016/10/07","45,300","169,875","-250","-0.55","20,586","932,718,620","45,440","170,400","45,450","170,438","45,250","169,688"
"2016/10/06","45,550","170,813","-320","-0.70","23,246","1,058,890,400","45,850","171,938","45,850","171,938","45,480","170,550"
"2016/10/05","45,870","172,013","-1,030","-2.20","25,911","1,187,432,150","46,000","172,500","46,020","172,575","45,610","171,038"
"2016/10/04","46,900","175,875","-150","-0.32","11,249","526,127,600","47,050","176,438","47,050","176,438","46,650","174,938"
"2016/09/30","47,050","176,438","140","0.30","23,743","1,120,010,070","47,100","176,625","47,300","177,375","46,970","176,138"
"2016/09/29","46,910","175,913","-80","-0.17","11,051","518,625,600","46,900","175,875","47,070","176,513","46,770","175,388"
"2016/09/28","46,990","176,213","-380","-0.80","27,231","1,279,746,770","47,290","177,338","47,290","177,338","46,880","175,800"
"2016/09/27","47,370","177,638","-400","-0.84","14,880","707,625,340","47,780","179,175","48,130","180,488","47,300","177,375"
"2016/09/26","47,770","179,138","170","0.36","11,583","552,475,580","47,700","178,875","47,830","179,363","47,670","178,763"
"2016/09/23","47,600","178,500","100","0.21","9,097","433,217,130","47,700","178,875","47,750","179,063","47,500","178,125"
"2016/09/22","47,500","178,125","-350","-0.73","12,235","581,757,960","47,700","178,875","47,700","178,875","47,420","177,825"
"2016/09/21","47,850","179,438","250","0.53","29,568","1,403,340,070","47,480","178,050","48,500","181,875","47,310","177,413"
"2016/09/20","47,600","178,500","0","0.00","24,422","1,164,445,400","47,450","177,938","47,800","179,250","47,400","177,750"
"2016/09/19","47,600","178,500","-410","-0.85","28,113","1,339,237,950","47,600","178,500","47,770","179,138","47,500","178,125"
"2016/09/13","48,010","180,038","310","0.65","17,520","836,426,850","47,600","178,500","48,020","180,075","47,530","178,238"
"2016/09/12","47,700","178,875","200","0.42","13,106","624,301,260","48,640","182,400","48,640","182,400","47,590","178,463"
"2016/09/09","47,500","178,125","-100","-0.21","13,062","620,416,990","47,370","177,638","47,730","178,988","47,370","177,638"
"2016/09/08","47,600","178,500","-60","-0.13","9,152","435,128,090","47,440","177,900","47,630","178,613","47,350","177,563"
"2016/09/07","47,660","178,725","310","0.65","7,509","358,138,710","47,570","178,388","47,760","179,100","47,570","178,388"
"2016/09/06","47,350","177,563","0","0.00","8,085","382,223,990","47,400","177,750","47,550","178,313","47,210","177,038"
"2016/09/05","47,350","177,563","50","0.11","12,228","579,524,290","47,500","178,125","47,550","178,313","47,320","177,450"
"2016/09/02","47,300","177,375","-10","-0.02","8,651","409,577,720","47,360","177,600","47,500","178,125","47,300","177,375"
"2016/09/01","47,310","177,413","10","0.02","5,037","238,247,490","47,300","177,375","47,490","178,088","47,200","177,000"
"2016/08/31","47,300","177,375","-440","-0.92","15,761","746,631,880","47,620","178,575","47,620","178,575","47,240","177,150"
"2016/08/30","47,740","179,025","-180","-0.38","3,862","184,592,820","47,920","179,700","47,950","179,813","47,730","178,988"
"2016/08/29","47,920","179,700","260","0.55","12,254","586,083,720","47,680","178,800","48,190","180,713","47,680","178,800"
"2016/08/26","47,660","178,725","-160","-0.33","14,813","705,838,170","47,800","179,250","47,800","179,250","47,570","178,388"
"2016/08/25","47,820","179,325","-480","-0.99","10,772","515,849,850","48,090","180,338","48,090","180,338","47,820","179,325"
"2016/08/24","48,300","181,125","100","0.21","3,356","162,223,060","48,200","180,750","48,490","181,838","48,000","180,000"
"2016/08/23","48,200","180,750","-240","-0.50","7,208","348,249,610","48,400","181,500","48,500","181,875","48,150","180,563"
"2016/08/22","48,440","181,650","-60","-0.12","13,270","642,262,670","47,910","179,663","48,480","181,800","47,910","179,663"
"2016/08/19","48,500","181,875","200","0.41","14,439","698,737,110","48,500","181,875","48,740","182,775","48,130","180,488"
"2016/08/18","48,300","181,125","220","0.46","5,401","261,354,280","48,350","181,313","48,500","181,875","48,300","181,125"
"2016/08/17","48,080","180,300","340","0.71","2,803","134,249,530","47,750","179,063","48,080","180,300","47,700","178,875"
"2016/08/16","47,740","179,025","-60","-0.13","8,906","424,599,630","47,600","178,500","47,800","179,250","47,590","178,463"
"2016/08/12","47,800","179,250","-50","-0.10","8,340","397,939,140","47,850","179,438","47,890","179,588","47,520","178,200"
"2016/08/11","47,850","179,438","-60","-0.13","13,928","666,325,510","48,100","180,375","48,100","180,375","47,770","179,138"
"2016/08/10","47,910","179,663","170","0.36","13,013","624,033,320","47,810","179,288","48,080","180,300","47,800","179,250"
"2016/08/09","47,740","179,025","-250","-0.52","16,540","791,912,750","47,900","179,625","48,060","180,225","47,740","179,025"
"2016/08/08","47,990","179,963","-840","-1.72","36,729","1,767,939,250","48,580","182,175","48,580","182,175","47,980","179,925"
"2016/08/05","48,830","183,113","80","0.16","6,619","323,485,070","48,900","183,375","49,000","183,750","48,700","182,625"
"2016/08/04","48,750","182,813","-420","-0.85","7,379","359,830,380","49,100","184,125","49,100","184,125","48,630","182,363"
"2016/08/03","49,170","184,388","620","1.28","34,364","1,684,007,090","49,000","183,750","49,170","184,388","48,810","183,038"
"2016/08/02","48,550","182,063","-100","-0.21","19,598","951,376,060","48,920","183,450","48,930","183,488","48,400","181,500"
"2016/08/01","48,650","182,438","120","0.25","7,869","384,028,120","48,800","183,000","48,950","183,563","48,610","182,288"
"2016/07/29","48,530","181,988","-110","-0.23","15,071","732,699,610","48,640","182,400","48,760","182,850","48,460","181,725"
"2016/07/28","48,640","182,400","320","0.66","12,290","597,959,740","48,500","181,875","48,750","182,813","48,500","181,875"
"2016/07/27","48,320","181,200","-130","-0.27","14,115","682,663,620","48,510","181,913","48,640","182,400","48,200","180,750"
"2016/07/26","48,450","181,688","60","0.12","9,443","458,525,350","48,460","181,725","48,800","183,000","48,400","181,500"
"2016/07/25","48,390","181,463","-190","-0.39","11,010","533,540,450","48,580","182,175","48,650","182,438","48,370","181,388"
"2016/07/22","48,580","182,175","180","0.37","12,718","619,136,230","48,850","183,188","48,860","183,225","48,570","182,138"
"2016/07/21","48,400","181,500","-470","-0.96","14,402","697,118,130","48,500","181,875","48,900","183,375","48,300","181,125"
"2016/07/20","48,870","183,263","170","0.35","13,798","675,768,160","49,050","183,938","49,070","184,013","48,870","183,263"
"2016/07/19","48,700","182,625","100","0.21","17,028","829,166,110","49,040","183,900","49,040","183,900","48,580","182,175"
"2016/07/18","48,600","182,250","-20","-0.04","25,366","1,233,177,670","48,630","182,363","48,800","183,000","48,400","181,500"
"2016/07/15","48,620","182,325","-330","-0.67","37,818","1,838,878,860","48,950","183,563","48,950","183,563","48,350","181,313"
"2016/07/14","48,950","183,563","-260","-0.53","33,433","1,645,915,950","49,930","187,238","49,930","187,238","48,950","183,563"
"2016/07/13","49,210","184,538","-700","-1.40","33,870","1,664,359,950","49,250","184,688","49,300","184,875","48,900","183,375"
"2016/07/12","49,910","187,163","-380","-0.76","10,848","541,854,190","50,100","187,875","50,290","188,588","49,850","186,938"
"2016/07/11","50,290","188,588","-210","-0.42","15,879","801,120,070","50,500","189,375","50,700","190,125","50,250","188,438"
"2016/07/08","50,500","189,375","-70","-0.14","14,535","732,662,580","50,490","189,338","50,560","189,600","50,160","188,100"
"2016/07/07","50,570","189,638","-340","-0.67","20,266","1,028,108,950","50,890","190,838","50,890","190,838","50,550","189,563"
"2016/07/06","50,910","190,913","1,160","2.33","62,235","3,160,506,900","50,610","189,788","50,950","191,063","50,350","188,813"
"2016/07/05","49,750","186,563","200","0.40","22,641","1,127,138,810","49,600","186,000","49,900","187,125","49,600","186,000"
"2016/07/04","49,550","185,813","610","1.25","26,500","1,312,955,320","49,050","183,938","49,800","186,750","49,050","183,938"
"2016/07/01","48,940","183,525","260","0.53","12,008","587,117,330","48,710","182,663","48,980","183,675","48,710","182,663"
"2016/06/30","48,680","182,550","-420","-0.86","15,058","733,063,640","48,550","182,063","48,920","183,450","48,550","182,063"
"2016/06/29","49,100","184,125","-280","-0.57","35,254","1,729,289,880","48,700","182,625","49,300","184,875","48,640","182,400"
