년/월/일,종가,종가*3.75,대비,등락률(%),거래량(g),거래대금(원),시가,시가*3.75,고가,고가*3.75,저가,저가*3.75
"2016/06/28","49,380","185,175","-820","-1.63","30,502","1,520,220,100","50,300","188,625","50,500","189,375","49,350","185,063"
"2016/06/27","50,200","188,250","780","1.58","56,136","2,823,463,520","49,960","187,350","50,520","189,450","49,960","187,350"
"2016/06/24","49,420","185,325","2,370","5.04","62,929","3,084,283,990","47,100","176,625","49,550","185,813","46,580","174,675"
"2016/06/23","47,050","176,438","50","0.11","17,837","836,889,190","47,110","176,663","47,220","177,075","46,850","175,688"
"2016/06/22","47,000","176,250","-870","-1.82","19,372","913,490,140","47,140","176,775","47,450","177,938","47,000","176,250"
"2016/06/21","47,870","179,513","330","0.69","8,947","426,790,790","47,550","178,313","47,980","179,925","47,130","176,738"
"2016/06/20","47,540","178,275","-470","-0.98","21,755","1,039,388,140","48,020","180,075","48,210","180,788","47,400","177,750"
"2016/06/17","48,010","180,038","-1,110","-2.26","102,494","4,815,245,560","45,900","172,125","48,290","181,088","45,000","168,750"
"2016/06/16","49,120","184,200","220","0.45","16,451","806,935,840","49,000","183,750","49,140","184,275","48,950","183,563"
"2016/06/15","48,900","183,375","220","0.45","11,204","548,076,490","48,680","182,550","49,000","183,750","48,680","182,550"
"2016/06/14","48,680","182,550","180","0.37","14,322","697,970,830","48,980","183,675","48,980","183,675","48,500","181,875"
"2016/06/13","48,500","181,875","-980","-1.98","42,746","2,074,411,650","48,950","183,563","49,010","183,788","48,290","181,088"
"2016/06/10","49,480","185,550","2,290","4.85","128,275","6,276,636,510","47,220","177,075","49,650","186,188","47,220","177,075"
"2016/06/09","47,190","176,963","290","0.62","14,692","692,666,500","47,100","176,625","47,250","177,188","46,840","175,650"
"2016/06/08","46,900","175,875","20","0.04","6,630","310,347,960","46,490","174,338","47,000","176,250","46,490","174,338"
"2016/06/07","46,880","175,800","530","1.14","17,604","825,788,410","46,770","175,388","47,020","176,325","46,750","175,313"
"2016/06/03","46,350","173,813","-280","-0.60","10,676","495,297,450","46,640","174,900","46,640","174,900","46,150","173,063"
"2016/06/02","46,630","174,863","-180","-0.38","3,583","166,711,730","46,130","172,988","47,040","176,400","46,130","172,988"
"2016/06/01","46,810","175,538","190","0.41","3,102","145,314,540","46,620","174,825","46,990","176,213","46,620","174,825"
"2016/05/31","46,620","174,825","200","0.43","5,885","273,515,810","46,550","174,563","46,650","174,938","46,270","173,513"
"2016/05/30","46,420","174,075","-210","-0.45","6,389","296,166,860","46,630","174,863","46,630","174,863","46,200","173,250"
"2016/05/27","46,630","174,863","-400","-0.85","16,086","749,658,480","47,080","176,550","47,080","176,550","46,300","173,625"
"2016/05/26","47,030","176,363","30","0.06","11,438","537,568,770","47,360","177,600","47,360","177,600","46,770","175,388"
"2016/05/25","47,000","176,250","-750","-1.57","16,189","761,387,280","47,500","178,125","47,500","178,125","46,850","175,688"
"2016/05/24","47,750","179,063","-140","-0.29","3,988","190,311,170","47,890","179,588","47,890","179,588","47,620","178,575"
"2016/05/23","47,890","179,588","-60","-0.13","9,355","446,580,520","47,900","179,625","47,900","179,625","47,500","178,125"
"2016/05/20","47,950","179,813","-50","-0.10","5,761","275,859,760","47,740","179,025","47,960","179,850","47,730","178,988"
"2016/05/19","48,000","180,000","-230","-0.48","10,290","493,831,230","48,230","180,863","48,250","180,938","47,500","178,125"
"2016/05/18","48,230","180,863","140","0.29","16,989","819,552,660","48,090","180,338","48,350","181,313","48,090","180,338"
"2016/05/17","48,090","180,338","-110","-0.23","6,215","298,751,770","47,910","179,663","48,150","180,563","47,910","179,663"
"2016/05/16","48,200","180,750","510","1.07","14,774","710,965,360","48,100","180,375","48,260","180,975","47,750","179,063"
"2016/05/13","47,690","178,838","160","0.34","4,331","206,497,490","47,850","179,438","47,850","179,438","47,100","176,625"
"2016/05/12","47,530","178,238","90","0.19","7,252","346,174,020","47,950","179,813","47,950","179,813","47,530","178,238"
"2016/05/11","47,440","177,900","40","0.08","13,710","650,007,810","47,400","177,750","47,600","178,500","47,020","176,325"
"2016/05/10","47,400","177,750","-450","-0.94","11,493","544,471,130","47,480","178,050","47,600","178,500","47,120","176,700"
"2016/05/09","47,850","179,438","650","1.38","15,815","755,450,260","47,530","178,238","48,000","180,000","47,310","177,413"
"2016/05/04","47,200","177,000","170","0.36","5,386","253,801,310","47,030","176,363","47,460","177,975","47,010","176,288"
"2016/05/03","47,030","176,363","-230","-0.49","6,859","323,249,210","47,210","177,038","47,300","177,375","47,030","176,363"
"2016/05/02","47,260","177,225","640","1.37","11,542","545,863,740","46,810","175,538","47,380","177,675","46,810","175,538"
"2016/04/29","46,620","174,825","440","0.95","8,745","406,839,310","46,680","175,050","46,680","175,050","46,300","173,625"
"2016/04/28","46,180","173,175","-10","-0.02","8,809","405,600,010","46,740","175,275","46,740","175,275","45,950","172,313"
"2016/04/27","46,190","173,213","200","0.43","2,686","123,745,690","45,990","172,463","46,200","173,250","45,960","172,350"
"2016/04/26","45,990","172,463","-10","-0.02","6,886","317,855,560","46,280","173,550","46,300","173,625","45,990","172,463"
"2016/04/25","46,000","172,500","0","0.00","1,698","77,940,850","46,000","172,500","46,000","172,500","45,650","171,188"
"2016/04/22","46,000","172,500","70","0.15","4,722","217,043,990","45,940","172,275","46,390","173,963","45,800","171,750"
"2016/04/21","45,930","172,238","50","0.11","5,391","247,216,230","46,000","172,500","46,000","172,500","45,810","171,788"
"2016/04/20","45,880","172,050","430","0.95","8,175","375,041,420","46,190","173,213","46,190","173,213","45,730","171,488"
"2016/04/19","45,450","170,438","-600","-1.30","13,775","627,764,740","45,940","172,275","45,940","172,275","45,450","170,438"
"2016/04/18","46,050","172,688","200","0.44","6,009","276,706,360","46,450","174,188","46,450","174,188","45,550","170,813"
"2016/04/15","45,850","171,938","-150","-0.33","10,665","487,960,250","46,000","172,500","46,000","172,500","45,630","171,113"
"2016/04/14","46,000","172,500","-530","-1.14","13,065","601,443,320","46,000","172,500","46,300","173,625","46,000","172,500"
"2016/04/12","46,530","174,488","170","0.37","8,795","409,234,650","46,750","175,313","46,890","175,838","46,420","174,075"
"2016/04/11","46,360","173,850","170","0.37","7,366","342,005,600","46,400","174,000","46,500","174,375","46,360","173,850"
"2016/04/08","46,190","173,213","240","0.52","3,134","144,792,890","46,490","174,338","46,490","174,338","46,150","173,063"
"2016/04/07","45,950","172,313","150","0.33","4,800","219,725,350","45,400","170,250","46,000","172,500","45,400","170,250"
"2016/04/06","45,800","171,750","100","0.22","5,069","232,558,760","45,790","171,713","46,100","172,875","45,790","171,713"
"2016/04/05","45,700","171,375","200","0.44","1,947","88,768,590","45,500","170,625","45,700","171,375","45,200","169,500"
"2016/04/04","45,500","170,625","-400","-0.87","14,028","633,733,870","45,600","171,000","45,600","171,000","44,900","168,375"
"2016/04/01","45,900","172,125","560","1.24","8,465","387,006,650","45,880","172,050","45,900","172,125","45,540","170,775"
"2016/03/31","45,340","170,025","-730","-1.58","15,343","696,013,080","45,690","171,338","45,690","171,338","45,260","169,725"
"2016/03/30","46,070","172,763","270","0.59","6,830","314,386,430","46,200","173,250","46,280","173,550","45,900","172,125"
"2016/03/29","45,800","171,750","-40","-0.09","10,531","483,334,220","46,800","175,500","46,800","175,500","45,750","171,563"
"2016/03/28","45,840","171,900","-650","-1.40","13,085","601,054,510","46,470","174,263","46,470","174,263","45,750","171,563"
"2016/03/25","46,490","174,338","790","1.73","6,513","300,315,110","45,800","171,750","47,920","179,700","45,800","171,750"
"2016/03/24","45,700","171,375","-300","-0.65","15,970","729,516,600","45,410","170,288","45,990","172,463","45,410","170,288"
"2016/03/23","46,000","172,500","-460","-0.99","20,827","957,956,190","46,490","174,338","46,860","175,725","45,550","170,813"
"2016/03/22","46,460","174,225","-640","-1.36","14,912","694,406,980","46,530","174,488","46,960","176,100","46,460","174,225"
"2016/03/21","47,100","176,625","-450","-0.95","8,318","392,739,460","47,150","176,813","47,500","178,125","47,000","176,250"
"2016/03/18","47,550","178,313","-150","-0.31","7,666","363,003,490","47,600","178,500","47,600","178,500","47,150","176,813"
"2016/03/17","47,700","178,875","250","0.53","8,782","420,088,600","48,000","180,000","48,010","180,038","47,600","178,500"
"2016/03/16","47,450","177,938","350","0.74","7,087","335,441,220","47,100","176,625","47,450","177,938","47,100","176,625"
"2016/03/15","47,100","176,625","-900","-1.88","27,082","1,281,177,360","47,610","178,538","47,610","178,538","47,100","176,625"
"2016/03/14","48,000","180,000","-1,100","-2.24","17,440","838,993,140","48,950","183,563","48,950","183,563","47,930","179,738"
"2016/03/11","49,100","184,125","360","0.74","18,497","909,663,800","49,050","183,938","49,330","184,988","49,000","183,750"
"2016/03/10","48,740","182,775","-310","-0.63","12,736","619,918,560","49,010","183,788","49,010","183,788","48,490","181,838"
"2016/03/09","49,050","183,938","180","0.37","14,144","692,656,790","48,990","183,713","49,080","184,050","48,870","183,263"
"2016/03/08","48,870","183,263","220","0.45","15,834","773,317,030","48,650","182,438","48,900","183,375","48,650","182,438"
"2016/03/07","48,650","182,438","-10","-0.02","14,245","693,784,420","48,690","182,588","48,990","183,713","48,540","182,025"
"2016/03/04","48,660","182,475","30","0.06","27,398","1,334,752,020","48,720","182,700","48,900","183,375","48,580","182,175"
"2016/03/03","48,630","182,363","230","0.48","9,623","467,398,680","48,400","181,500","48,800","183,000","48,400","181,500"
"2016/03/02","48,400","181,500","-300","-0.62","18,003","876,634,960","48,700","182,625","48,990","183,713","48,400","181,500"
"2016/02/29","48,700","182,625","-340","-0.69","13,388","653,156,290","49,000","183,750","49,050","183,938","48,610","182,288"
"2016/02/26","49,040","183,900","230","0.47","12,936","632,277,010","48,980","183,675","49,040","183,900","48,700","182,625"
"2016/02/25","48,810","183,038","670","1.39","23,528","1,147,861,710","48,500","181,875","48,880","183,300","48,500","181,875"
"2016/02/24","48,140","180,525","140","0.29","27,075","1,303,430,270","48,000","180,000","48,250","180,938","48,000","180,000"
"2016/02/23","48,000","180,000","120","0.25","26,699","1,277,057,770","47,880","179,550","48,050","180,188","46,630","174,863"
"2016/02/22","47,880","179,550","-70","-0.15","23,438","1,123,325,000","48,000","180,000","48,050","180,188","47,690","178,838"
"2016/02/19","47,950","179,813","930","1.98","29,516","1,414,160,920","47,500","178,125","48,020","180,075","47,500","178,125"
"2016/02/18","47,020","176,325","290","0.62","30,436","1,426,669,250","46,500","174,375","47,150","176,813","46,500","174,375"
"2016/02/17","46,730","175,238","660","1.43","16,392","765,344,110","46,990","176,213","46,990","176,213","46,100","172,875"
"2016/02/16","46,070","172,763","-920","-1.96","28,160","1,300,591,640","46,900","175,875","46,900","175,875","45,900","172,125"
"2016/02/15","46,990","176,213","-1,010","-2.10","33,658","1,587,631,720","47,990","179,963","47,990","179,963","46,520","174,450"
"2016/02/12","48,000","180,000","1,970","4.28","56,672","2,712,065,090","47,250","177,188","48,030","180,113","47,250","177,188"
"2016/02/11","46,030","172,613","1,890","4.28","46,488","2,127,022,500","44,930","168,488","46,030","172,613","44,930","168,488"
"2016/02/05","44,140","165,525","340","0.78","22,858","1,007,805,630","43,950","164,813","44,170","165,638","43,940","164,775"
"2016/02/04","43,800","164,250","200","0.46","12,752","557,669,470","43,720","163,950","43,900","164,625","43,660","163,725"
"2016/02/03","43,600","163,500","290","0.67","19,885","865,701,680","43,430","162,863","43,640","163,650","43,350","162,563"
"2016/02/02","43,310","162,413","290","0.67","5,432","235,083,790","43,060","161,475","43,340","162,525","43,050","161,438"
"2016/02/01","43,020","161,325","-150","-0.35","9,404","406,902,590","43,170","161,888","43,330","162,488","43,000","161,250"
"2016/01/29","43,170","161,888","70","0.16","8,290","357,619,770","43,240","162,150","43,250","162,188","42,900","160,875"
"2016/01/28","43,100","161,625","200","0.47","9,146","394,219,300","42,950","161,063","43,250","162,188","42,950","161,063"
"2016/01/27","42,900","160,875","190","0.44","10,891","467,108,950","42,730","160,238","42,970","161,138","42,730","160,238"
"2016/01/26","42,710","160,163","110","0.26","11,050","471,701,220","42,600","159,750","42,710","160,163","42,600","159,750"
"2016/01/25","42,600","159,750","0","0.00","6,657","283,125,810","42,500","159,375","42,690","160,088","42,440","159,150"
"2016/01/22","42,600","159,750","70","0.16","15,857","675,808,030","42,500","159,375","42,660","159,975","42,410","159,038"
"2016/01/21","42,530","159,488","80","0.19","3,405","144,704,960","42,690","160,088","42,690","160,088","42,450","159,188"
"2016/01/20","42,450","159,188","140","0.33","4,420","187,677,530","42,300","158,625","42,510","159,413","42,300","158,625"
"2016/01/19","42,310","158,663","-230","-0.54","5,265","223,532,060","42,690","160,088","42,690","160,088","42,310","158,663"
"2016/01/18","42,540","159,525","240","0.57","13,939","592,582,090","42,490","159,338","42,590","159,713","42,400","159,000"
"2016/01/15","42,300","158,625","-130","-0.31","3,271","137,900,910","42,200","158,250","42,320","158,700","42,000","157,500"
"2016/01/14","42,430","159,113","430","1.02","8,676","367,450,270","42,390","158,963","42,450","159,188","41,900","157,125"
"2016/01/13","42,000","157,500","-410","-0.97","7,521","316,453,800","42,350","158,813","42,350","158,813","41,340","155,025"
"2016/01/12","42,410","159,038","210","0.50","9,870","417,440,110","42,200","158,250","42,410","159,038","42,180","158,175"
"2016/01/11","42,200","158,250","300","0.72","17,822","752,844,860","42,000","157,500","42,350","158,813","42,000","157,500"
"2016/01/08","41,900","157,125","260","0.62","13,697","574,272,930","41,800","156,750","41,990","157,463","41,800","156,750"
"2016/01/07","41,640","156,150","290","0.70","12,680","527,411,690","41,500","155,625","41,750","156,563","41,400","155,250"
"2016/01/06","41,350","155,063","150","0.36","7,550","312,155,770","41,200","154,500","41,420","155,325","41,100","154,125"
"2016/01/05","41,200","154,500","120","0.29","3,633","149,642,200","41,080","154,050","41,290","154,838","41,070","154,013"
"2016/01/04","41,080","154,050","410","1.01","1,341","54,942,070","40,700","152,625","41,080","154,050","40,700","152,625"
"2015/12/30","40,670","152,513","30","0.07","6,494","263,606,530","40,650","152,438","40,800","153,000","40,500","151,875"
"2015/12/29","40,640","152,400","30","0.07","2,703","109,753,930","40,600","152,250","40,750","152,813","40,400","151,500"
"2015/12/28","40,610","152,288","-160","-0.39","5,163","209,947,970","40,870","153,263","41,070","154,013","40,550","152,063"
"2015/12/24","40,770","152,888","-30","-0.07","6,320","257,524,790","40,800","153,000","41,050","153,938","40,610","152,288"
"2015/12/23","40,800","153,000","-290","-0.71","4,267","173,922,670","41,010","153,788","41,010","153,788","40,650","152,438"
"2015/12/22","41,090","154,088","190","0.46","3,388","138,699,850","40,900","153,375","41,090","154,088","40,700","152,625"
"2015/12/21","40,900","153,375","310","0.76","2,320","94,447,710","40,700","152,625","40,990","153,713","40,500","151,875"
"2015/12/18","40,590","152,213","-270","-0.66","9,597","388,666,080","40,500","151,875","41,000","153,750","40,390","151,463"
"2015/12/17","40,860","153,225","160","0.39","3,910","159,502,240","40,980","153,675","40,980","153,675","40,700","152,625"
"2015/12/16","40,700","152,625","-100","-0.25","4,663","189,380,450","40,750","152,813","40,750","152,813","40,500","151,875"
"2015/12/15","40,800","153,000","-250","-0.61","5,697","232,246,150","41,050","153,938","41,050","153,938","40,700","152,625"
"2015/12/14","41,050","153,938","150","0.37","1,823","74,778,190","41,000","153,750","41,280","154,800","40,850","153,188"
"2015/12/11","40,900","153,375","-300","-0.73","10,193","417,863,780","41,200","154,500","41,290","154,838","40,750","152,813"
"2015/12/10","41,200","154,500","210","0.51","3,414","140,159,380","41,100","154,125","41,200","154,500","40,710","152,663"
"2015/12/09","40,990","153,713","300","0.74","3,405","139,324,310","40,700","152,625","41,000","153,750","40,700","152,625"
"2015/12/08","40,690","152,588","90","0.22","1,331","54,081,880","40,600","152,250","40,690","152,588","40,500","151,875"
"2015/12/07","40,600","152,250","680","1.70","5,300","215,198,340","40,590","152,213","40,720","152,700","40,180","150,675"
"2015/12/04","39,920","149,700","20","0.05","8,572","341,936,850","40,580","152,175","40,580","152,175","39,800","149,250"
"2015/12/03","39,900","149,625","-450","-1.12","14,671","586,001,270","40,750","152,813","40,750","152,813","39,750","149,063"
"2015/12/02","40,350","151,313","-110","-0.27","6,229","251,089,590","40,440","151,650","40,440","151,650","40,170","150,638"
"2015/12/01","40,460","151,725","470","1.18","4,525","182,545,050","40,300","151,125","40,500","151,875","40,290","151,088"
"2015/11/30","39,990","149,963","-90","-0.22","14,585","582,263,890","40,000","150,000","40,100","150,375","39,800","149,250"
"2015/11/27","40,080","150,300","-40","-0.10","24,811","992,683,830","40,200","150,750","40,290","151,088","39,900","149,625"
"2015/11/26","40,120","150,450","-230","-0.57","17,803","712,623,670","40,100","150,375","40,150","150,563","39,900","149,625"
"2015/11/25","40,350","151,313","-70","-0.17","24,877","1,001,950,460","41,200","154,500","41,200","154,500","40,100","150,375"
"2015/11/24","40,420","151,575","-300","-0.74","32,493","1,313,489,680","41,400","155,250","41,400","155,250","40,300","151,125"
"2015/11/23","40,720","152,700","-270","-0.66","25,046","1,023,965,230","40,900","153,375","41,000","153,750","40,710","152,663"
"2015/11/20","40,990","153,713","-10","-0.02","16,081","659,358,710","41,020","153,825","41,200","154,500","40,900","153,375"
"2015/11/19","41,000","153,750","-150","-0.36","19,110","783,976,470","41,490","155,588","41,490","155,588","40,950","153,563"
"2015/11/18","41,150","154,313","-200","-0.48","22,408","919,036,280","41,000","153,750","41,400","155,250","40,800","153,000"
"2015/11/17","41,350","155,063","-400","-0.96","13,411","553,785,550","41,600","156,000","41,600","156,000","41,180","154,425"
"2015/11/16","41,750","156,563","350","0.85","4,485","187,064,140","41,550","155,813","41,750","156,563","41,550","155,813"
"2015/11/13","41,400","155,250","-20","-0.05","7,503","309,106,770","41,400","155,250","41,490","155,588","41,000","153,750"
"2015/11/12","41,420","155,325","350","0.85","16,119","660,472,250","41,150","154,313","41,600","156,000","40,900","153,375"
"2015/11/11","41,070","154,013","-180","-0.44","23,391","963,158,050","41,250","154,688","41,490","155,588","41,050","153,938"
"2015/11/10","41,250","154,688","-450","-1.08","24,222","1,001,064,610","41,700","156,375","41,890","157,088","41,100","154,125"
"2015/11/09","41,700","156,375","-100","-0.24","16,518","685,500,730","41,700","156,375","41,790","156,713","41,350","155,063"
"2015/11/06","41,800","156,750","0","0.00","11,391","473,945,720","41,800","156,750","41,910","157,163","41,470","155,513"
"2015/11/05","41,800","156,750","-80","-0.19","16,807","698,504,570","41,880","157,050","41,880","157,050","41,300","154,875"
"2015/11/04","41,880","157,050","-220","-0.52","25,522","1,060,446,080","42,000","157,500","42,450","159,188","41,200","154,500"
"2015/11/03","42,100","157,875","-200","-0.47","16,815","703,952,270","42,320","158,700","42,320","158,700","41,750","156,563"
"2015/11/02","42,300","158,625","-380","-0.89","18,537","782,819,100","42,710","160,163","42,710","160,163","42,130","157,988"
"2015/10/30","42,680","160,050","-270","-0.63","16,809","713,138,870","42,940","161,025","42,940","161,025","42,270","158,513"
"2015/10/29","42,950","161,063","10","0.02","1,438","61,728,960","43,070","161,513","43,070","161,513","42,870","160,763"
"2015/10/28","42,940","161,025","160","0.37","2,694","115,512,300","42,970","161,138","42,980","161,175","42,750","160,313"
"2015/10/27","42,780","160,425","-70","-0.16","7,283","310,986,140","42,850","160,688","42,850","160,688","42,650","159,938"
"2015/10/26","42,850","160,688","150","0.35","2,616","111,932,430","43,000","161,250","43,000","161,250","42,700","160,125"
"2015/10/23","42,700","160,125","-280","-0.65","10,542","450,354,760","43,000","161,250","43,000","161,250","42,640","159,900"
"2015/10/22","42,980","161,175","-120","-0.28","2,593","111,287,490","42,900","160,875","43,040","161,400","42,850","160,688"
"2015/10/21","43,100","161,625","130","0.30","3,892","167,534,680","43,210","162,038","43,210","162,038","42,800","160,500"
"2015/10/20","42,970","161,138","-150","-0.35","6,017","257,640,160","43,140","161,775","43,140","161,775","42,730","160,238"
"2015/10/19","43,120","161,700","-80","-0.19","12,386","530,472,570","43,200","162,000","43,440","162,900","42,570","159,638"
"2015/10/16","43,200","162,000","-100","-0.23","6,724","290,532,240","43,400","162,750","43,400","162,750","43,110","161,663"
"2015/10/15","43,300","162,375","200","0.46","5,822","252,035,830","43,400","162,750","43,400","162,750","43,210","162,038"
"2015/10/14","43,100","161,625","100","0.23","4,066","175,676,590","43,250","162,188","43,300","162,375","43,100","161,625"
"2015/10/13","43,000","161,250","-50","-0.12","2,807","120,663,600","43,180","161,925","43,180","161,925","42,910","160,913"
"2015/10/12","43,050","161,438","150","0.35","3,169","136,436,230","42,900","160,875","43,220","162,075","42,900","160,875"
"2015/10/08","42,900","160,875","-250","-0.58","4,434","190,557,510","43,150","161,813","43,150","161,813","42,900","160,875"
"2015/10/07","43,150","161,813","100","0.23","2,361","102,046,040","43,090","161,588","43,300","162,375","43,090","161,588"
"2015/10/06","43,050","161,438","-10","-0.02","5,845","251,288,630","43,000","161,250","43,300","162,375","42,850","160,688"
"2015/10/05","43,060","161,475","310","0.73","2,951","127,277,160","43,250","162,188","43,400","162,750","43,010","161,288"
"2015/10/02","42,750","160,313","210","0.49","6,182","263,331,330","42,700","160,125","42,800","160,500","42,470","159,263"
"2015/10/01","42,540","159,525","-740","-1.71","22,863","974,058,310","43,050","161,438","43,050","161,438","42,410","159,038"
"2015/09/30","43,280","162,300","-420","-0.96","8,603","373,406,900","43,750","164,063","43,750","164,063","43,000","161,250"
"2015/09/25","43,700","163,875","400","0.92","10,155","443,877,010","43,700","163,875","43,790","164,213","43,600","163,500"
"2015/09/24","43,300","162,375","70","0.16","3,736","162,070,510","43,580","163,425","43,590","163,463","43,200","162,000"
"2015/09/23","43,230","162,113","0","0.00","4,648","200,567,870","43,230","162,113","43,240","162,150","42,800","160,500"
"2015/09/22","43,230","162,113","130","0.30","4,602","198,897,400","43,480","163,050","43,480","163,050","43,100","161,625"
"2015/09/21","43,100","161,625","310","0.72","4,922","212,275,810","43,280","162,300","43,290","162,338","43,090","161,588"
"2015/09/18","42,790","160,463","190","0.45","5,139","219,783,610","42,900","160,875","43,000","161,250","42,630","159,863"
"2015/09/17","42,600","159,750","100","0.24","7,213","307,568,770","42,900","160,875","42,900","160,875","42,500","159,375"
"2015/09/16","42,500","159,375","-380","-0.89","17,434","740,558,680","42,800","160,500","42,900","160,875","42,400","159,000"
"2015/09/15","42,880","160,800","130","0.30","12,722","541,865,440","42,750","160,313","43,000","161,250","42,400","159,000"
"2015/09/14","42,750","160,313","-550","-1.27","9,459","403,578,720","43,300","162,375","43,300","162,375","42,500","159,375"
"2015/09/11","43,300","162,375","550","1.29","9,980","429,178,410","42,750","160,313","43,400","162,750","42,700","160,125"
"2015/09/10","42,750","160,313","-400","-0.93","9,752","417,571,340","43,000","161,250","43,000","161,250","42,750","160,313"
"2015/09/09","43,150","161,813","-290","-0.67","10,857","468,231,730","43,500","163,125","43,500","163,125","42,700","160,125"
"2015/09/08","43,440","162,900","-30","-0.07","3,744","162,490,900","43,500","163,125","43,500","163,125","43,300","162,375"
"2015/09/07","43,470","163,013","40","0.09","4,230","183,634,510","43,500","163,125","43,500","163,125","43,280","162,300"
"2015/09/04","43,430","162,863","230","0.53","5,694","247,595,760","43,500","163,125","43,550","163,313","43,050","161,438"
"2015/09/03","43,200","162,000","-100","-0.23","2,726","118,228,960","43,100","161,625","43,500","163,125","43,040","161,400"
"2015/09/02","43,300","162,375","300","0.70","5,505","237,648,310","43,600","163,500","43,600","163,500","43,010","161,288"
"2015/09/01","43,000","161,250","-150","-0.35","7,510","324,774,770","43,990","164,963","43,990","164,963","43,000","161,250"
"2015/08/31","43,150","161,813","350","0.82","5,999","258,584,030","42,900","160,875","43,170","161,888","42,900","160,875"
"2015/08/28","42,800","160,500","10","0.02","15,091","645,029,910","42,790","160,463","42,900","160,875","42,490","159,338"
"2015/08/27","42,790","160,463","-100","-0.23","15,912","680,072,050","42,890","160,838","43,050","161,438","42,700","160,125"
"2015/08/26","42,890","160,838","-1,260","-2.85","9,569","413,647,080","43,690","163,838","43,800","164,250","42,710","160,163"
"2015/08/25","44,150","165,563","-320","-0.72","18,023","794,389,590","44,300","166,125","44,300","166,125","43,720","163,950"
"2015/08/24","44,470","166,763","370","0.84","23,980","1,062,480,200","44,300","166,125","44,600","167,250","44,050","165,188"
"2015/08/21","44,100","165,375","970","2.25","30,616","1,344,532,940","43,330","162,488","44,300","166,125","43,330","162,488"
"2015/08/20","43,130","161,738","500","1.17","16,480","708,504,440","42,750","160,313","43,200","162,000","42,750","160,313"
"2015/08/19","42,630","159,863","30","0.07","7,874","335,829,810","42,750","160,313","42,750","160,313","42,600","159,750"
"2015/08/18","42,600","159,750","40","0.09","10,000","426,392,600","42,590","159,713","42,700","160,125","42,560","159,600"
"2015/08/17","42,560","159,600","110","0.26","11,881","505,147,910","42,460","159,225","42,590","159,713","42,430","159,113"
"2015/08/13","42,450","159,188","120","0.28","8,626","366,182,700","42,500","159,375","42,500","159,375","42,410","159,038"
"2015/08/12","42,330","158,738","630","1.51","18,930","800,723,150","42,290","158,588","42,400","159,000","42,000","157,500"
"2015/08/11","41,700","156,375","150","0.36","7,558","314,877,410","41,680","156,300","41,730","156,488","41,510","155,663"
"2015/08/10","41,550","155,813","100","0.24","11,636","482,906,240","41,450","155,438","41,570","155,888","41,410","155,288"
"2015/08/07","41,450","155,438","10","0.02","14,765","610,203,760","41,440","155,400","41,450","155,438","41,250","154,688"
"2015/08/06","41,440","155,400","60","0.14","3,699","153,106,730","41,410","155,288","41,480","155,550","41,300","154,875"
"2015/08/05","41,380","155,175","80","0.19","1,761","72,971,130","41,240","154,650","41,500","155,625","41,240","154,650"
"2015/08/04","41,300","154,875","-250","-0.60","10,544","435,595,940","41,500","155,625","41,540","155,775","41,180","154,425"
"2015/08/03","41,550","155,813","100","0.24","3,034","125,955,960","41,500","155,625","42,000","157,500","41,490","155,588"
"2015/07/31","41,450","155,438","-140","-0.34","13,627","564,893,400","41,580","155,925","41,580","155,925","41,350","155,063"
"2015/07/30","41,590","155,963","40","0.10","4,818","200,413,070","41,600","156,000","41,700","156,375","41,550","155,813"
"2015/07/29","41,550","155,813","-80","-0.19","13,285","551,932,560","41,630","156,113","41,700","156,375","41,500","155,625"
"2015/07/28","41,630","156,113","-170","-0.41","11,731","489,660,800","41,940","157,275","41,950","157,313","41,620","156,075"
"2015/07/27","41,800","156,750","230","0.55","4,524","189,273,740","42,260","158,475","42,260","158,475","41,700","156,375"
"2015/07/24","41,570","155,888","-310","-0.74","16,240","675,455,720","41,750","156,563","41,790","156,713","41,410","155,288"
"2015/07/23","41,880","157,050","330","0.79","4,863","203,325,710","41,550","155,813","41,890","157,088","41,550","155,813"
"2015/07/22","41,550","155,813","-450","-1.07","19,580","815,209,070","41,840","156,900","41,840","156,900","41,500","155,625"
"2015/07/21","42,000","157,500","-40","-0.10","18,129","761,199,340","42,000","157,500","42,090","157,838","41,940","157,275"
"2015/07/20","42,040","157,650","-640","-1.50","27,756","1,164,716,110","42,450","159,188","42,450","159,188","41,100","154,125"
"2015/07/17","42,680","160,050","-20","-0.05","10,756","458,026,440","42,650","159,938","42,680","160,050","42,470","159,263"
"2015/07/16","42,700","160,125","-90","-0.21","4,392","187,812,400","42,790","160,463","42,790","160,463","42,700","160,125"
"2015/07/15","42,790","160,463","-10","-0.02","2,350","100,554,170","42,800","160,500","42,810","160,538","42,760","160,350"
"2015/07/14","42,800","160,500","100","0.23","4,785","204,635,050","42,780","160,425","42,850","160,688","42,690","160,088"
"2015/07/13","42,700","160,125","0","0.00","7,673","327,544,550","42,700","160,125","42,800","160,500","42,650","159,938"
"2015/07/10","42,700","160,125","0","0.00","12,363","526,188,480","42,600","159,750","42,700","160,125","42,500","159,375"
"2015/07/09","42,700","160,125","100","0.23","8,152","348,628,320","42,650","159,938","42,840","160,650","42,630","159,863"
